x;Height_m
40713.077380806164;80.0
40924.02596827148;80.0
41134.97455573679;80.0
41345.92314320211;79.0
41556.87173066743;79.0
41767.82031813275;79.0
41978.768905598066;79.0
42189.71749306338;78.0
42400.666080528696;78.0
42611.614667994014;78.0
42822.56325545933;78.0
43033.51184292465;78.0
43244.46043038997;77.0
43455.40901785528;77.0
43666.3576053206;77.0
43877.306192785916;77.0
44088.254780251234;76.0
44299.20336771655;76.0
44510.151955181864;76.0
44721.10054264718;76.0
44932.0491301125;76.0
45142.99771757782;75.0
45353.94630504314;75.0
45564.894892508455;75.0
45775.843479973766;75.0
45986.792067439084;75.0
46197.7406549044;74.0
46408.68924236972;74.0
46619.63782983504;74.0
46830.58641730035;74.0
47041.53500476567;74.0
47252.48359223099;74.0
47463.432179696305;74.0
47674.38076716162;73.0
47885.329354626934;73.0
48096.27794209225;73.0
48307.22652955757;73.0
48518.17511702289;72.0
48729.12370448821;72.0
48940.07229195352;72.0
49151.02087941884;72.0
49361.969466884155;71.0
49572.91805434947;71.0
49783.86664181479;71.0
49994.81522928011;71.0
50205.76381674542;70.0
50416.71240421074;70.0
50627.66099167606;70.0
50838.609579141375;70.0
51049.558166606694;70.0
51260.506754072005;70.0
51471.45534153732;70.0
51682.40392900264;70.0
51893.35251646796;70.0
52104.30110393328;70.0
52315.249691398596;70.0
52526.19827886391;70.0
52737.146866329225;70.0
52948.09545379454;70.0
53159.04404125986;70.0
53369.99262872518;70.0
53580.94121619049;70.0
53791.88980365581;70.0
54002.83839112113;70.0
54213.786978586446;70.0
54424.735566051764;70.0
54635.684153517075;70.0
54846.63274098239;70.0
55057.58132844771;70.0
55268.52991591303;70.0
55479.47850337835;70.0
55690.42709084366;70.0
55901.37567830898;70.0
56112.324265774296;70.0
56323.272853239614;70.0
56534.22144070493;70.0
56745.17002817025;70.0
56956.11861563556;70.0
57167.06720310088;70.0
57378.0157905662;70.0
57588.96437803152;70.0
57799.912965496835;70.0
58010.861552962146;70.0
58221.810140427464;70.0
58432.75872789278;70.0
58643.7073153581;70.0
58854.65590282342;70.0
59065.60449028874;70.0
59276.55307775405;70.0
59487.501665219366;70.0
59698.450252684685;70.0
59909.39884015;70.0
60120.34742761532;70.0
60331.29601508063;70.0
60542.24460254595;70.0
60753.19319001127;70.0
60964.14177747659;70.0
61175.090364941905;70.0
61386.038952407216;70.0
61596.987539872534;70.0
61807.93612733785;70.0
62018.88471480317;70.0
62229.83330226849;70.0
62440.7818897338;70.0
62651.73047719912;70.0
62862.67906466444;70.0
63073.627652129755;70.0
63284.57623959507;70.0
63495.52482706039;70.0
63706.4734145257;70.0
63917.42200199102;70.0
64128.37058945634;70.0
64339.31917692166;70.0
64550.267764386976;70.0
64761.21635185229;70.0
64972.164939317605;70.0
65183.11352678292;70.0
65394.06211424824;70.0
65605.01070171356;70.0
65815.95928917888;70.0
66026.9078766442;70.0
66237.85646410951;71.0
66448.80505157482;72.0
66659.75363904014;72.0
66870.70222650545;74.0
67081.65081397077;74.0
67292.59940143609;76.0
67503.54798890141;73.0
67714.49657636673;72.0
67925.44516383205;71.0
68136.39375129736;70.0
68347.34233876268;70.0
68558.290926228;70.0
68769.2395136933;70.0
68980.18810115862;70.0
69191.13668862394;70.0
69402.08527608926;70.0
69613.03386355458;70.0
69823.9824510199;70.0
70034.93103848521;70.0
70245.87962595053;70.0
70456.82821341585;70.0
70667.77680088117;70.0
70878.72538834647;70.0
71089.67397581179;70.0
71300.62256327711;70.0
71511.57115074243;70.0
71722.51973820775;70.0
71933.46832567306;70.0
72144.41691313838;70.0
72355.3655006037;70.0
72566.31408806902;70.0
72777.26267553434;71.0
72988.21126299966;71.0
73199.15985046496;71.0
73410.10843793028;72.0
73621.0570253956;73.0
73832.00561286091;73.0
74042.95420032623;74.0
74253.90278779155;75.0
74464.85137525687;77.0
74675.79996272219;78.0
74886.7485501875;79.0
75097.69713765282;80.0
75308.64572511814;80.0
75519.59431258345;80.0
75730.54290004876;80.0
75941.49148751408;80.0
76152.4400749794;80.0
76363.38866244472;80.0
76574.33724991004;80.0
76785.28583737536;80.0
76996.23442484067;80.0
77207.18301230599;80.0
77418.13159977131;80.0
77629.08018723663;80.0
77840.02877470193;80.0
78050.97736216725;80.0
78261.92594963257;80.0
78472.87453709789;80.0
78683.8231245632;80.0
78894.77171202852;80.0
79105.72029949384;80.0
79316.66888695916;80.0
79527.61747442448;80.0
79738.5660618898;80.0
79949.5146493551;80.0
80160.46323682042;80.0
80371.41182428574;80.0
80582.36041175105;81.0
80793.30899921637;83.0
81004.25758668169;83.0
81215.20617414701;86.0
81426.15476161233;90.0
81637.10334907765;96.0
81848.05193654296;99.0
82059.00052400828;99.0
82269.94911147359;98.0
82480.8976989389;99.0
82691.84628640422;100.0
82902.79487386954;101.0
83113.74346133486;102.0
83324.69204880018;103.0
83535.6406362655;103.0
83746.58922373081;103.0
83957.53781119613;104.0
84168.48639866145;104.0
84379.43498612675;103.0
84590.38357359207;103.0
84801.33216105739;102.0
85012.28074852271;101.0
85223.22933598803;100.0
85434.17792345335;100.0
85645.12651091866;95.0
85856.07509838398;95.0
86067.0236858493;90.0
86277.97227331462;89.0
86488.92086077994;89.0
86699.86944824524;89.0
86910.81803571056;90.0
87121.76662317588;91.0
87332.7152106412;93.0
87543.66379810651;94.0
87754.61238557183;96.0
87965.56097303715;97.0
88176.50956050247;97.0
88387.45814796779;97.0
88598.4067354331;98.0
88809.35532289842;98.0
89020.30391036373;99.0
89231.25249782905;100.0
89442.20108529436;102.0
89653.14967275968;103.0
89864.098260225;103.0
90075.04684769032;103.0
90285.99543515564;103.0
90496.94402262096;103.0
90707.89261008627;102.0
90918.84119755159;104.0
91129.78978501691;106.0
91340.73837248221;108.0
91551.68695994753;110.0
91762.63554741285;112.0
91973.58413487817;113.0
92184.53272234349;114.0
92395.4813098088;115.0
92606.42989727412;115.0
92817.37848473944;115.0
93028.32707220476;115.0
93239.27565967008;116.0
93450.22424713538;115.0
93661.1728346007;115.0
93872.12142206602;115.0
94083.07000953134;115.0
94294.01859699666;115.0
94504.96718446197;115.0
94715.91577192729;116.0
94926.86435939261;116.0
95137.81294685793;116.0
95348.76153432325;117.0
95559.71012178856;117.0
95770.65870925387;117.0
95981.60729671919;118.0
96192.5558841845;119.0
96403.50447164982;119.0
96614.45305911514;120.0
96825.40164658046;120.0
97036.35023404578;120.0
97247.2988215111;120.0
97458.24740897641;120.0
97669.19599644173;120.0
97880.14458390704;120.0
98091.09317137235;120.0
98302.04175883767;120.0
98512.99034630299;120.0
98723.93893376831;120.0
98934.88752123363;120.0
99145.83610869895;120.0
99356.78469616426;120.0
99567.73328362958;120.0
99778.6818710949;120.0
99989.63045856022;120.0
100200.57904602552;120.0
100411.52763349084;120.0
100622.47622095616;120.0
100833.42480842148;120.0
101044.3733958868;120.0
101255.32198335211;120.0
101466.27057081743;119.0
101677.21915828275;119.0
101888.16774574807;119.0
102099.11633321339;118.0
102310.0649206787;118.0
102521.01350814401;118.0
102731.96209560933;118.0
102942.91068307465;118.0
103153.85927053996;118.0
103364.80785800528;118.0
103575.7564454706;118.0
103786.70503293592;118.0
103997.65362040124;118.0
