year,station_id,month,day,date,delta_stage_max,discharge,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place
2012,3019,5,139,2012-05-18,0.0,,316.0,312.0,319.0,3.8,29,,,
1993,3021,5,132,1993-05-12,1.0,1670.0,268.0,268.0,268.0,4.5,29,,,
1993,3021,5,133,1993-05-13,-4.0,1630.0,263.0,261.0,264.0,4.9,29,,,
1993,3021,5,134,1993-05-14,-6.0,1560.0,255.0,252.0,258.0,4.9,29,,,
1993,3021,5,135,1993-05-15,-11.0,1480.0,246.0,244.0,247.0,4.9,29,,,
1993,3021,5,136,1993-05-16,-2.0,1460.0,243.0,241.0,245.0,5.4,29,,,
1993,3021,5,137,1993-05-17,11.0,1540.0,253.0,250.0,256.0,6.1,29,,,
1993,3021,5,138,1993-05-18,11.0,1640.0,265.0,263.0,267.0,6.7,29,,,
1997,3021,5,132,1997-05-12,64.0,3660.0,444.0,428.0,459.0,6.8,29,,,
1997,3021,5,133,1997-05-13,33.0,4330.0,488.0,483.0,492.0,7.0,29,,,
1997,3021,5,134,1997-05-14,-2.0,4330.0,488.0,485.0,490.0,6.8,29,,,
1997,3021,5,135,1997-05-15,-12.0,4090.0,473.0,468.0,478.0,6.3,29,,,
1997,3021,5,136,1997-05-16,-25.0,3680.0,446.0,439.0,453.0,6.7,29,,,
1997,3021,5,137,1997-05-17,-32.0,3220.0,413.0,404.0,421.0,7.7,29,,,
1997,3021,5,138,1997-05-18,-31.0,2860.0,385.0,379.0,390.0,8.8,29,,,
2001,3021,5,132,2001-05-12,182.0,6400.0,551.0,468.0,636.0,1.0,9,,,
2001,3021,5,133,2001-05-13,153.0,8590.0,727.0,651.0,789.0,1.5,9,,,
2001,3021,5,134,2001-05-14,75.0,9990.0,839.0,798.0,864.0,1.5,9,,,
2001,3021,5,135,2001-05-15,18.0,10400.0,877.0,867.0,882.0,2.8,"9, 8",,,
2001,3021,5,136,2001-05-16,0.0,10800.0,878.0,875.0,882.0,3.9,8,,,
2001,3021,5,137,2001-05-17,-7.0,11100.0,870.0,867.0,875.0,3.7,"8,29",,,
2001,3021,5,138,2001-05-18,-8.0,10900.0,862.0,856.0,867.0,4.6,29,,,
2012,3021,5,133,2012-05-12,-24.0,6580.0,631.0,618.0,644.0,2.3,29,,,
2012,3021,5,134,2012-05-13,-53.0,5800.0,579.0,567.0,591.0,1.9,29,,,
2012,3021,5,135,2012-05-14,-49.0,5140.0,532.0,522.0,542.0,3.1,29,,,
2012,3021,5,136,2012-05-15,-41.0,4620.0,493.0,484.0,501.0,3.5,29,,,
2012,3021,5,137,2012-05-16,-32.0,4270.0,465.0,461.0,469.0,4.2,29,,,
2012,3021,5,138,2012-05-17,3.0,4310.0,468.0,463.0,472.0,4.6,29,,,
2012,3021,5,139,2012-05-18,2.0,4370.0,473.0,472.0,474.0,3.8,29,,,
1993,3024,5,132,1993-05-12,-6.0,,228.0,228.0,228.0,1.7,29,,,
1993,3024,5,133,1993-05-13,8.0,,232.0,228.0,236.0,2.6,29,,,
1993,3024,5,134,1993-05-14,8.0,,243.0,242.0,244.0,4.2,29,,,
1993,3024,5,135,1993-05-15,-3.0,,239.0,236.0,241.0,4.5,29,,,
1993,3024,5,136,1993-05-16,-7.0,,233.0,232.0,234.0,5.2,29,,,
1993,3024,5,137,1993-05-17,7.0,,240.0,238.0,241.0,5.4,29,,,
1993,3024,5,138,1993-05-18,4.0,,244.0,243.0,245.0,5.8,29,,,
1997,3024,5,132,1997-05-12,63.0,,361.0,348.0,374.0,5.7,29,,,
1997,3024,5,133,1997-05-13,49.0,,416.0,409.0,423.0,5.7,29,,,
1997,3024,5,134,1997-05-14,49.0,,471.0,469.0,472.0,5.8,29,,,
1997,3024,5,135,1997-05-15,5.0,,477.0,476.0,477.0,6.2,29,,,
1997,3024,5,136,1997-05-16,-1.0,,471.0,466.0,476.0,6.6,29,,,
1997,3024,5,137,1997-05-17,-27.0,,438.0,427.0,449.0,7.0,29,,,
1997,3024,5,138,1997-05-18,-34.0,,409.0,403.0,415.0,7.4,29,,,
2001,3024,5,132,2001-05-12,238.0,,450.0,349.0,550.0,0.05,"9,26,25,27",,,
2001,3024,5,133,2001-05-13,201.0,,697.0,643.0,751.0,0.3,"9,27",,,
2001,3024,5,134,2001-05-14,18.0,,753.0,737.0,769.0,0.3,"9, 8,27",,,
2001,3024,5,135,2001-05-15,25.0,,787.0,780.0,794.0,0.5,"8,27",,,
2001,3024,5,136,2001-05-16,31.0,,818.0,810.0,825.0,0.85,29,,,
2001,3024,5,137,2001-05-17,44.0,,856.0,842.0,869.0,2.2,29,,,
2001,3024,5,138,2001-05-18,11.0,,879.0,877.0,880.0,2.1,29,,,
2012,3024,5,133,2012-05-12,22.0,,643.0,639.0,647.0,1.4,8,,,
2012,3024,5,134,2012-05-13,-3.0,,641.0,638.0,644.0,1.9,8,,,
2012,3024,5,135,2012-05-14,-19.0,,612.0,599.0,625.0,2.4,29,,,
2012,3024,5,136,2012-05-15,-40.0,,581.0,577.0,585.0,3.6,29,,,
2012,3024,5,137,2012-05-16,-16.0,,558.0,546.0,569.0,5.3,29,,,
2012,3024,5,138,2012-05-17,-18.0,,550.0,548.0,551.0,5.9,29,,,
2012,3024,5,139,2012-05-18,1.0,,547.0,541.0,552.0,5.4,29,,,
1993,3027,5,132,1993-05-12,-21.0,,194.0,190.0,197.0,0.6,27,,,
1993,3027,5,133,1993-05-13,-7.0,,189.0,187.0,190.0,1.2,27,,,
1993,3027,5,134,1993-05-14,-8.0,,181.0,179.0,182.0,1.6,27,,,
1993,3027,5,135,1993-05-15,5.0,,185.0,183.0,187.0,1.8,27,,,
1993,3027,5,136,1993-05-16,-18.0,,168.0,167.0,169.0,2.9,27,,,
1993,3027,5,137,1993-05-17,36.0,,194.0,182.0,205.0,2.5,27,,,
1993,3027,5,138,1993-05-18,15.0,,220.0,220.0,220.0,3.6,27,,,
1997,3027,5,132,1997-05-12,101.0,,160.0,129.0,190.0,5.5,27,,,
1997,3027,5,133,1997-05-13,60.0,,238.0,225.0,250.0,5.7,27,,,
1997,3027,5,134,1997-05-14,27.0,,269.0,261.0,277.0,5.6,27,,,
1997,3027,5,135,1997-05-15,7.0,,284.0,283.0,284.0,6.4,27,,,
1997,3027,5,136,1997-05-16,4.0,,288.0,287.0,288.0,6.8,27,,,
1997,3027,5,137,1997-05-17,-6.0,,282.0,281.0,282.0,6.9,27,,,
1997,3027,5,138,1997-05-18,75.0,,327.0,296.0,357.0,6.5,27,,,
2001,3027,5,132,2001-05-12,92.0,,259.0,211.0,307.0,0.0,23,,,
2001,3027,5,133,2001-05-13,594.0,,739.0,427.0,901.0,0.0,9,,,
2001,3027,5,134,2001-05-14,2.0,,869.0,846.0,903.0,0.0,9,,,
2001,3027,5,135,2001-05-15,-32.0,,853.0,841.0,871.0,0.0,8,,,
2001,3027,5,136,2001-05-16,41.0,,887.0,875.0,912.0,0.0,8,,,
2001,3027,5,137,2001-05-17,12.0,,917.0,912.0,924.0,0.0,"8,29",,,
2001,3027,5,138,2001-05-18,-13.0,,908.0,900.0,911.0,0.3,29,,,
2004,3027,5,133,2004-05-12,10.0,,96.0,95.0,96.0,0.0,"23,15",,,
2004,3027,5,134,2004-05-13,5.0,,100.0,99.0,101.0,0.0,"23,15",,,
2004,3027,5,135,2004-05-14,9.0,,108.0,106.0,110.0,0.0,"23,15",,,
2004,3027,5,136,2004-05-15,449.0,,271.0,113.0,559.0,0.0,"9,26,23",,,
2004,3027,5,137,2004-05-16,110.0,,602.0,518.0,669.0,0.0,"12, 9,27",,,
2004,3027,5,138,2004-05-17,-183.0,,353.0,291.0,486.0,0.1,"9, 8,27",,,
2004,3027,5,139,2004-05-18,-157.0,,294.0,284.0,329.0,0.35,"8,27",,,
2012,3027,5,133,2012-05-12,80.0,,524.0,495.0,576.0,0.4,"9,27",,,
2012,3027,5,134,2012-05-13,137.0,,624.0,535.0,713.0,1.0,"9, 8,27",,,
2012,3027,5,135,2012-05-14,-68.0,,624.0,603.0,645.0,2.2,"8,27",,,
2012,3027,5,136,2012-05-15,-75.0,,566.0,562.0,570.0,3.9,"8,29,27",,,
2012,3027,5,137,2012-05-16,17.0,,582.0,576.0,587.0,3.5,29,,,
2012,3027,5,138,2012-05-17,119.0,,680.0,653.0,706.0,4.8,29,,,
2012,3027,5,139,2012-05-18,26.0,,731.0,730.0,732.0,5.1,29,,,
1993,3028,5,132,1993-05-12,0.0,,457.0,451.0,462.0,,29,,,
1993,3028,5,133,1993-05-13,-48.0,,414.0,414.0,414.0,,29,,,
1993,3028,5,134,1993-05-14,-23.0,,391.0,391.0,391.0,,29,,,
1993,3028,5,135,1993-05-15,9.0,,400.0,400.0,400.0,,29,,,
1993,3028,5,136,1993-05-16,15.0,,414.0,413.0,415.0,,29,,,
1993,3028,5,137,1993-05-17,3.0,,414.0,410.0,418.0,,29,,,
1993,3028,5,138,1993-05-18,11.0,,429.0,429.0,429.0,,29,,,
1997,3028,5,132,1997-05-12,49.0,,310.0,299.0,320.0,5.7,29,,,
1997,3028,5,133,1997-05-13,92.0,,407.0,401.0,412.0,6.2,29,,,
1997,3028,5,134,1997-05-14,20.0,,429.0,426.0,432.0,6.1,29,,,
1997,3028,5,135,1997-05-15,40.0,,470.0,468.0,472.0,6.4,29,,,
1997,3028,5,136,1997-05-16,6.0,,478.0,478.0,478.0,6.5,29,,,
1997,3028,5,137,1997-05-17,4.0,,479.0,475.0,482.0,7.1,29,,,
1997,3028,5,138,1997-05-18,47.0,,506.0,483.0,529.0,7.6,29,,,
2001,3028,5,132,2001-05-12,269.0,,478.0,403.0,553.0,0.0,23,,,
2001,3028,5,133,2001-05-13,650.0,,881.0,601.0,1203.0,0.0,"9,25",,,
2001,3028,5,134,2001-05-14,19.0,,1164.0,1105.0,1222.0,0.0,9,,,
2001,3028,5,135,2001-05-15,-51.0,,1134.0,1106.0,1171.0,0.65,9,,,
2001,3028,5,136,2001-05-16,65.0,,1195.0,1164.0,1236.0,1.55,9,,,
2001,3028,5,137,2001-05-17,15.0,,1217.0,1173.0,1251.0,2.4,9,,,
2001,3028,5,138,2001-05-18,-75.0,,1174.0,1173.0,1176.0,3.2,9,,,
2004,3028,5,133,2004-05-12,9.0,,227.0,222.0,231.0,,16,,,
2004,3028,5,134,2004-05-13,13.0,,244.0,243.0,244.0,,16,,,
2004,3028,5,135,2004-05-14,15.0,,254.0,249.0,259.0,,16,,,
2004,3028,5,136,2004-05-15,202.0,,322.0,262.0,461.0,,"25,23,16",85.0,0.0,1.0
2004,3028,5,137,2004-05-16,423.0,,563.0,401.0,884.0,0.0,"12, 9,25",,,
2004,3028,5,138,2004-05-17,-130.0,,624.0,542.0,754.0,0.05,"8,27",,,
2004,3028,5,139,2004-05-18,-176.0,,553.0,542.0,578.0,0.1,"8,27",,,
2012,3028,5,133,2012-05-12,14.0,,676.0,640.0,751.0,0.5,"9, 8",,,
2012,3028,5,134,2012-05-13,189.0,,819.0,730.0,940.0,2.2,"9, 8,27",,,
2012,3028,5,135,2012-05-14,-49.0,,852.0,813.0,891.0,4.6,8,,,
2012,3028,5,136,2012-05-15,-93.0,,790.0,782.0,798.0,5.6,8,,,
2012,3028,5,137,2012-05-16,28.0,,805.0,784.0,826.0,5.8,8,,,
2012,3028,5,138,2012-05-17,92.0,,897.0,875.0,918.0,5.6,8,,,
2012,3028,5,139,2012-05-18,32.0,,950.0,949.0,950.0,5.0,8,,,
1993,3029,5,132,1993-05-12,0.0,7680.0,767.0,751.0,776.0,0.0,"12,26",,,
1993,3029,5,133,1993-05-13,-31.0,7740.0,711.0,680.0,745.0,0.0,9,,,
1993,3029,5,134,1993-05-14,-75.0,7970.0,667.0,664.0,670.0,0.0,9,,,
1993,3029,5,135,1993-05-15,-30.0,8310.0,624.0,608.0,640.0,0.4,9,,,
1993,3029,5,136,1993-05-16,-52.0,8360.0,580.0,572.0,588.0,0.8,8,,,
1993,3029,5,137,1993-05-17,-48.0,8470.0,535.0,530.0,540.0,1.4,8,,,
1993,3029,5,138,1993-05-18,-34.0,8430.0,494.0,482.0,506.0,2.4,8,,,
1997,3029,5,132,1997-05-12,46.0,4630.0,227.0,208.0,246.0,,27,,,
1997,3029,5,133,1997-05-13,64.0,5900.0,305.0,299.0,310.0,,27,,,
1997,3029,5,134,1997-05-14,61.0,6970.0,368.0,364.0,371.0,,27,,,
1997,3029,5,135,1997-05-15,37.0,7510.0,400.0,392.0,408.0,,27,,,
1997,3029,5,136,1997-05-16,9.0,7810.0,417.0,417.0,417.0,,27,,,
1997,3029,5,137,1997-05-17,-1.0,7810.0,416.0,416.0,416.0,,27,,,
1997,3029,5,138,1997-05-18,54.0,8340.0,443.0,416.0,470.0,,27,,,
2001,3029,5,132,2001-05-12,85.0,3030.0,345.0,321.0,369.0,0.0,23,,,
2001,3029,5,133,2001-05-13,716.0,6720.0,705.0,393.0,1085.0,0.0,"12, 9",,,
2001,3029,5,134,2001-05-14,141.0,11200.0,1132.0,1066.0,1226.0,0.0,"12, 9,27",,,
2001,3029,5,135,2001-05-15,-111.0,14300.0,1067.0,1017.0,1115.0,0.0,"12, 9",,,
2001,3029,5,136,2001-05-16,110.0,19300.0,1169.0,1122.0,1225.0,0.0,9,,,
2001,3029,5,137,2001-05-17,34.0,22400.0,1178.0,1086.0,1259.0,0.8,9,,,
2001,3029,5,138,2001-05-18,-163.0,22000.0,1092.0,1087.0,1096.0,2.55,8,,,
2004,3029,5,133,2004-05-12,11.0,1720.0,141.0,137.0,145.0,0.25,16,,,
2004,3029,5,134,2004-05-13,10.0,1880.0,153.0,151.0,155.0,0.3,16,,,
2004,3029,5,135,2004-05-14,13.0,2150.0,164.0,159.0,168.0,0.85,16,,,
2004,3029,5,136,2004-05-15,43.0,2750.0,198.0,185.0,211.0,1.2,23,,,
2004,3029,5,137,2004-05-16,320.0,4230.0,314.0,233.0,531.0,1.7,"9,26,25,23",,,
2004,3029,5,138,2004-05-17,228.0,5450.0,598.0,489.0,759.0,1.4,"12, 9,27",,,
2004,3029,5,139,2004-05-18,-276.0,6770.0,449.0,430.0,483.0,2.0,"9,27",,,
2012,3029,5,133,2012-05-12,-179.0,9650.0,722.0,698.0,756.0,0.3,"9,27",,,
2012,3029,5,134,2012-05-13,83.0,10900.0,769.0,726.0,839.0,1.2,"8,27",,,
2012,3029,5,135,2012-05-14,11.0,12200.0,826.0,802.0,850.0,1.9,"8,27",,,
2012,3029,5,136,2012-05-15,-94.0,12400.0,747.0,738.0,756.0,3.0,"8,27",,,
2012,3029,5,137,2012-05-16,-7.0,13200.0,741.0,732.0,749.0,3.8,"8,27",,,
2012,3029,5,138,2012-05-17,99.0,15700.0,825.0,802.0,848.0,4.0,"8,27",,,
2012,3029,5,139,2012-05-18,37.0,17800.0,883.0,881.0,885.0,4.3,"8,27",,,
1993,3030,5,132,1993-05-12,1.0,,339.0,336.0,339.0,0.0,26,,,
1993,3030,5,133,1993-05-13,14.0,,348.0,342.0,353.0,0.0,26,,,
1993,3030,5,134,1993-05-14,55.0,,364.0,355.0,408.0,0.0,"26,25",,,
1993,3030,5,135,1993-05-15,26.0,,415.0,408.0,434.0,0.0,"11,26,25",,,
1993,3030,5,136,1993-05-16,121.0,,493.0,436.0,555.0,0.0,"11,26,25,27",,,
1993,3030,5,137,1993-05-17,-39.0,,507.0,499.0,516.0,0.0,"11,26,27",,,
1993,3030,5,138,1993-05-18,351.0,,668.0,531.0,867.0,0.4,9,,,
1997,3030,5,132,1997-05-12,61.0,,222.0,208.0,236.0,5.6,29,,,
1997,3030,5,133,1997-05-13,97.0,,329.0,325.0,333.0,5.6,29,,,
1997,3030,5,134,1997-05-14,27.0,,355.0,349.0,360.0,5.9,29,,,
1997,3030,5,135,1997-05-15,35.0,,394.0,392.0,395.0,6.2,29,,,
1997,3030,5,136,1997-05-16,7.0,,401.0,400.0,402.0,6.4,29,,,
1997,3030,5,137,1997-05-17,3.0,,403.0,400.0,405.0,6.7,29,,,
1997,3030,5,138,1997-05-18,15.0,,413.0,405.0,420.0,7.0,29,,,
2001,3030,5,132,2001-05-12,102.0,,231.0,196.0,266.0,0.0,23,,,
2001,3030,5,133,2001-05-13,102.0,,345.0,322.0,368.0,0.0,23,,,
2001,3030,5,134,2001-05-14,619.0,,775.0,444.0,987.0,0.0,"26,25",,,
2001,3030,5,135,2001-05-15,738.0,,1581.0,1332.0,1725.0,0.0,26,,,
2001,3030,5,136,2001-05-16,45.0,,1628.0,1300.0,1770.0,0.15,"12, 9",,,
2001,3030,5,137,2001-05-17,146.0,,1752.0,1392.0,1916.0,0.25,"12, 8",,,
2001,3030,5,138,2001-05-18,96.0,,1920.0,1689.0,2012.0,0.25,"12, 8",,,
2004,3030,5,133,2004-05-12,11.0,,105.0,102.0,107.0,,15,,,
2004,3030,5,134,2004-05-13,14.0,,118.0,114.0,121.0,,15,,,
2004,3030,5,135,2004-05-14,33.0,,148.0,141.0,154.0,,15,,,
2004,3030,5,136,2004-05-15,32.0,,179.0,172.0,186.0,,15,,,
2004,3030,5,137,2004-05-16,52.0,,212.0,191.0,238.0,,"23,15",,,
2004,3030,5,138,2004-05-17,115.0,,289.0,247.0,353.0,,23,,,
2004,3030,5,139,2004-05-18,79.0,,406.0,366.0,432.0,0.0,"26,25,23",,,
2012,3030,5,133,2012-05-12,565.0,,1066.0,868.0,1362.0,0.0,"12, 9",,,
2012,3030,5,134,2012-05-13,-233.0,,987.0,827.0,1129.0,0.2,9,,,
2012,3030,5,135,2012-05-14,-294.0,,823.0,810.0,835.0,0.6,9,,,
2012,3030,5,136,2012-05-15,-42.0,,780.0,767.0,793.0,1.2,8,,,
2012,3030,5,137,2012-05-16,-51.0,,738.0,734.0,742.0,1.2,8,,,
2012,3030,5,138,2012-05-17,32.0,,758.0,741.0,774.0,1.2,8,,,
2012,3030,5,139,2012-05-18,49.0,,813.0,802.0,823.0,3.3,29,,,
1993,3031,5,132,1993-05-12,3.0,,310.0,309.0,311.0,1.0,23,,,
1993,3031,5,133,1993-05-13,4.0,,314.0,313.0,315.0,1.2,23,,,
1993,3031,5,134,1993-05-14,18.0,,326.0,318.0,333.0,1.3,25,,,
1993,3031,5,135,1993-05-15,31.0,,356.0,347.0,364.0,1.5,"11,26",,,
1993,3031,5,136,1993-05-16,46.0,,404.0,398.0,410.0,1.4,"11,12",,,
1993,3031,5,137,1993-05-17,91.0,,487.0,473.0,501.0,1.3,"11,12",,,
1993,3031,5,138,1993-05-18,79.0,,570.0,559.0,580.0,1.2,"11,12",,,
1997,3031,5,132,1997-05-12,-45.0,,208.0,200.0,215.0,,27,,,
1997,3031,5,133,1997-05-13,-22.0,,190.0,186.0,193.0,,27,,,
1997,3031,5,134,1997-05-14,37.0,,221.0,212.0,230.0,,27,,,
1997,3031,5,135,1997-05-15,44.0,,263.0,252.0,274.0,,27,,,
1997,3031,5,136,1997-05-16,36.0,,302.0,293.0,310.0,,27,,,
1997,3031,5,137,1997-05-17,31.0,,336.0,331.0,341.0,,27,,,
1997,3031,5,138,1997-05-18,14.0,,353.0,350.0,355.0,,27,,,
2001,3031,5,132,2001-05-12,51.0,,171.0,152.0,190.0,,23,,,
2001,3031,5,133,2001-05-13,112.0,,267.0,232.0,302.0,,23,,,
2001,3031,5,134,2001-05-14,343.0,,561.0,477.0,645.0,,"26,25,23",,,
2001,3031,5,135,2001-05-15,148.0,,765.0,722.0,793.0,,"26,25",,,
2001,3031,5,136,2001-05-16,363.0,,924.0,829.0,1156.0,,11,,,
2001,3031,5,137,2001-05-17,431.0,,1416.0,1228.0,1587.0,,"11,12",,,
2001,3031,5,138,2001-05-18,82.0,,1583.0,1476.0,1669.0,,9,,,
2004,3031,5,133,2004-05-12,13.0,,67.0,63.0,70.0,,16,,,
2004,3031,5,134,2004-05-13,14.0,,80.0,76.0,84.0,,16,,,
2004,3031,5,135,2004-05-14,25.0,,102.0,95.0,109.0,,16,,,
2004,3031,5,136,2004-05-15,22.0,,121.0,110.0,131.0,1.1,23,,,
2004,3031,5,137,2004-05-16,50.0,,167.0,152.0,181.0,0.65,23,,,
2004,3031,5,138,2004-05-17,134.0,,278.0,241.0,315.0,0.55,23,,,
2004,3031,5,139,2004-05-18,128.0,,418.0,393.0,443.0,0.6,23,,,
2012,3031,5,133,2012-05-12,285.0,,733.0,696.0,804.0,0.3,"9,26",,,
2012,3031,5,134,2012-05-13,229.0,,952.0,773.0,1033.0,0.2,9,,,
2012,3031,5,135,2012-05-14,-35.0,,934.0,900.0,998.0,0.3,8,,,
2012,3031,5,136,2012-05-15,-145.0,,840.0,827.0,853.0,0.4,8,,,
2012,3031,5,137,2012-05-16,-31.0,,820.0,818.0,822.0,0.4,8,,,
2012,3031,5,138,2012-05-17,1.0,,816.0,808.0,823.0,0.4,8,,,
2012,3031,5,139,2012-05-18,-1.0,,817.0,812.0,822.0,0.6,27,,,
1993,3032,5,132,1993-05-12,25.0,,297.0,291.0,303.0,0.2,23,,,
1993,3032,5,133,1993-05-13,24.0,,322.0,317.0,327.0,0.4,"26,25",,,
1993,3032,5,134,1993-05-14,25.0,,343.0,334.0,352.0,0.8,26,,,
1993,3032,5,135,1993-05-15,78.0,,406.0,381.0,430.0,0.9,26,,,
1993,3032,5,136,1993-05-16,65.0,,474.0,452.0,495.0,1.2,26,,,
1993,3032,5,137,1993-05-17,78.0,,553.0,532.0,573.0,1.2,26,,,
1993,3032,5,138,1993-05-18,30.0,,587.0,570.0,603.0,0.7,9,,,
1997,3032,5,132,1997-05-12,-51.0,,205.0,197.0,213.0,0.3,"8,27",,,
1997,3032,5,133,1997-05-13,-18.0,,187.0,178.0,195.0,0.4,27,,,
1997,3032,5,134,1997-05-14,39.0,,223.0,211.0,234.0,0.5,27,,,
1997,3032,5,135,1997-05-15,40.0,,264.0,254.0,274.0,0.5,27,,,
1997,3032,5,136,1997-05-16,49.0,,310.0,296.0,323.0,0.6,27,,,
1997,3032,5,137,1997-05-17,60.0,,366.0,349.0,383.0,0.5,27,,,
1997,3032,5,138,1997-05-18,50.0,,433.0,433.0,433.0,0.6,27,,,
2001,3032,5,132,2001-05-12,57.0,,199.0,173.0,224.0,,23,,,
2001,3032,5,133,2001-05-13,162.0,,342.0,298.0,386.0,0.65,23,,,
2001,3032,5,134,2001-05-14,179.0,,485.0,405.0,565.0,0.7,25,,,
2001,3032,5,135,2001-05-15,255.0,,726.0,631.0,820.0,0.35,"9,27",,,
2001,3032,5,136,2001-05-16,200.0,,720.0,618.0,1020.0,0.4,"9, 8",,,
2001,3032,5,137,2001-05-17,-25.0,,792.0,660.0,995.0,0.45,8,,,
2001,3032,5,138,2001-05-18,258.0,,820.0,634.0,1253.0,0.6,"9,27",,,
2004,3032,5,133,2004-05-12,7.0,,100.0,98.0,102.0,,15,,,
2004,3032,5,134,2004-05-13,8.0,,108.0,106.0,110.0,,15,,,
2004,3032,5,135,2004-05-14,14.0,,120.0,115.0,124.0,,15,,,
2004,3032,5,136,2004-05-15,22.0,,138.0,130.0,146.0,,15,,,
2004,3032,5,137,2004-05-16,31.0,,169.0,160.0,177.0,0.7,"23,15",,,
2004,3032,5,138,2004-05-17,53.0,,217.0,203.0,230.0,0.55,"23,15",,,
2004,3032,5,139,2004-05-18,218.0,,395.0,342.0,448.0,0.4,"26,25,23",,,
2012,3032,5,133,2012-05-12,242.0,,366.0,278.0,501.0,0.3,"26,25,23,15",,,
2012,3032,5,134,2012-05-13,514.0,,787.0,535.0,1015.0,0.3,"9,26,25,27",,,
2012,3032,5,135,2012-05-14,88.0,,1055.0,1001.0,1103.0,0.2,"9, 8,27",,,
2012,3032,5,136,2012-05-15,-75.0,,1009.0,954.0,1028.0,0.4,"9, 8",,,
2012,3032,5,137,2012-05-16,-108.0,,919.0,918.0,920.0,0.4,9,,,
2012,3032,5,138,2012-05-17,-5.0,,910.0,904.0,915.0,0.3,"9, 8",,,
2012,3032,5,139,2012-05-18,15.0,,921.0,912.0,930.0,0.9,8,,,
1993,3035,5,132,1993-05-12,37.0,,190.0,179.0,201.0,0.5,23,,,
1993,3035,5,133,1993-05-13,34.0,,230.0,225.0,235.0,0.9,25,,,
1993,3035,5,134,1993-05-14,42.0,,264.0,250.0,277.0,0.6,25,,,
1993,3035,5,135,1993-05-15,22.0,,288.0,277.0,299.0,0.5,26,,,
1993,3035,5,136,1993-05-16,25.0,,318.0,311.0,324.0,0.3,26,,,
1993,3035,5,137,1993-05-17,41.0,,352.0,339.0,365.0,0.1,"26,25",,,
1993,3035,5,138,1993-05-18,53.0,,404.0,390.0,418.0,0.1,9,,,
1997,3035,5,132,1997-05-12,-34.0,,228.0,221.0,234.0,3.8,29,,,
1997,3035,5,133,1997-05-13,-22.0,,211.0,210.0,212.0,3.5,29,,,
1997,3035,5,134,1997-05-14,-6.0,,205.0,203.0,206.0,4.6,29,,,
1997,3035,5,135,1997-05-15,26.0,,224.0,215.0,232.0,3.8,29,,,
1997,3035,5,136,1997-05-16,65.0,,291.0,285.0,297.0,4.5,29,,,
1997,3035,5,137,1997-05-17,79.0,,347.0,317.0,376.0,3.8,29,,,
1997,3035,5,138,1997-05-18,113.0,,465.0,441.0,489.0,5.0,29,,,
2001,3035,5,132,2001-05-12,168.0,,757.0,719.0,830.0,0.0,"26,34",,,
