,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-01-27,230.0,230.0,230.0,,16,,,,,1985.0,1.0,27.0,-1.0,3555
1985-01-28,229.0,229.0,229.0,,16,,,,,1985.0,1.0,28.0,-1.0,3555
1985-01-29,229.0,229.0,229.0,,16,,,,,1985.0,1.0,29.0,0.0,3555
1985-01-30,229.0,229.0,229.0,,16,,,,,1985.0,1.0,30.0,0.0,3555
1985-01-31,230.0,230.0,230.0,,16,65.0,36.0,1.0,,1985.0,1.0,31.0,1.0,3555
1985-02-01,229.0,229.0,229.0,,16,,,,,1985.0,2.0,32.0,-1.0,3555
1985-02-02,229.0,229.0,229.0,,16,,,,,1985.0,2.0,33.0,0.0,3555
1985-02-03,228.0,228.0,228.0,,16,,,,,1985.0,2.0,34.0,-1.0,3555
1985-02-04,226.0,226.0,226.0,,16,,,,,1985.0,2.0,35.0,-2.0,3555
1985-02-05,225.0,225.0,225.0,,16,,,,,1985.0,2.0,36.0,-1.0,3555
1985-02-06,224.0,224.0,224.0,,16,,,,,1985.0,2.0,37.0,-1.0,3555
1985-02-07,224.0,224.0,224.0,,16,,,,,1985.0,2.0,38.0,0.0,3555
1985-02-08,224.0,224.0,224.0,,16,,,,,1985.0,2.0,39.0,0.0,3555
1985-02-09,225.0,225.0,225.0,,16,,,,,1985.0,2.0,40.0,1.0,3555
1985-02-10,224.0,224.0,224.0,,16,67.0,40.0,1.0,,1985.0,2.0,41.0,-1.0,3555
1985-02-11,223.0,223.0,223.0,,16,,,,,1985.0,2.0,42.0,-1.0,3555
1985-02-12,223.0,223.0,223.0,,16,,,,,1985.0,2.0,43.0,0.0,3555
1985-02-13,225.0,225.0,225.0,,16,,,,,1985.0,2.0,44.0,2.0,3555
1985-02-14,226.0,226.0,226.0,,16,,,,,1985.0,2.0,45.0,1.0,3555
1985-02-15,226.0,226.0,226.0,,16,,,,,1985.0,2.0,46.0,0.0,3555
1985-02-16,225.0,225.0,225.0,,16,,,,,1985.0,2.0,47.0,-1.0,3555
1985-02-17,225.0,225.0,225.0,,16,,,,,1985.0,2.0,48.0,0.0,3555
1985-02-18,225.0,225.0,225.0,,16,,,,,1985.0,2.0,49.0,0.0,3555
1985-02-19,225.0,225.0,225.0,,16,,,,,1985.0,2.0,50.0,0.0,3555
1985-02-20,225.0,225.0,225.0,,16,70.0,42.0,1.0,,1985.0,2.0,51.0,0.0,3555
1985-02-21,223.0,223.0,223.0,,16,,,,,1985.0,2.0,52.0,-2.0,3555
1985-02-22,222.0,222.0,222.0,,16,,,,,1985.0,2.0,53.0,-1.0,3555
1985-02-23,222.0,222.0,222.0,,16,,,,,1985.0,2.0,54.0,0.0,3555
1985-02-24,222.0,222.0,222.0,,16,,,,,1985.0,2.0,55.0,0.0,3555
1985-02-25,220.0,220.0,220.0,,16,,,,,1985.0,2.0,56.0,-2.0,3555
1985-02-26,220.0,220.0,220.0,,16,,,,,1985.0,2.0,57.0,0.0,3555
1985-02-27,220.0,220.0,220.0,,16,,,,,1985.0,2.0,58.0,0.0,3555
1985-02-28,221.0,221.0,221.0,,16,71.0,43.0,1.0,,1985.0,2.0,59.0,1.0,3555
1985-03-01,223.0,223.0,223.0,,16,,,,,1985.0,3.0,60.0,2.0,3555
1985-03-02,221.0,221.0,221.0,,16,,,,,1985.0,3.0,61.0,-2.0,3555
1985-03-03,219.0,219.0,219.0,,16,,,,,1985.0,3.0,62.0,-2.0,3555
1985-03-04,219.0,219.0,219.0,,16,,,,,1985.0,3.0,63.0,0.0,3555
1985-03-05,220.0,220.0,220.0,,16,,,,,1985.0,3.0,64.0,1.0,3555
1985-03-06,220.0,220.0,220.0,,16,,,,,1985.0,3.0,65.0,0.0,3555
1985-03-07,220.0,220.0,220.0,,16,,,,,1985.0,3.0,66.0,0.0,3555
1985-03-08,221.0,221.0,221.0,,16,,,,,1985.0,3.0,67.0,1.0,3555
1985-03-09,222.0,222.0,222.0,,16,,,,,1985.0,3.0,68.0,1.0,3555
1985-03-10,221.0,221.0,221.0,,16,74.0,48.0,1.0,,1985.0,3.0,69.0,-1.0,3555
1985-03-11,223.0,223.0,223.0,,16,,,,,1985.0,3.0,70.0,2.0,3555
1985-03-12,227.0,227.0,227.0,,16,,,,,1985.0,3.0,71.0,4.0,3555
1985-03-13,225.0,225.0,225.0,,16,,,,,1985.0,3.0,72.0,-2.0,3555
1985-03-14,224.0,224.0,224.0,,16,,,,,1985.0,3.0,73.0,-1.0,3555
1985-03-15,221.0,221.0,221.0,,16,,,,,1985.0,3.0,74.0,-3.0,3555
1985-03-16,221.0,221.0,221.0,,16,,,,,1985.0,3.0,75.0,0.0,3555
1985-03-17,220.0,220.0,220.0,,16,,,,,1985.0,3.0,76.0,-1.0,3555
1985-03-18,222.0,222.0,222.0,,16,,,,,1985.0,3.0,77.0,2.0,3555
1985-03-19,225.0,225.0,225.0,,16,,,,,1985.0,3.0,78.0,3.0,3555
1985-03-20,226.0,226.0,226.0,,16,77.0,54.0,1.0,,1985.0,3.0,79.0,1.0,3555
1985-03-21,228.0,228.0,228.0,,16,,,,,1985.0,3.0,80.0,2.0,3555
1985-03-22,230.0,230.0,230.0,,16,,,,,1985.0,3.0,81.0,2.0,3555
1985-03-23,229.0,229.0,229.0,,16,,,,,1985.0,3.0,82.0,-1.0,3555
1985-03-24,227.0,227.0,227.0,,16,,,,,1985.0,3.0,83.0,-2.0,3555
1985-03-25,232.0,232.0,232.0,,16,,,,,1985.0,3.0,84.0,5.0,3555
1985-03-26,233.0,233.0,233.0,,16,,,,,1985.0,3.0,85.0,1.0,3555
1985-03-27,234.0,234.0,234.0,,16,,,,,1985.0,3.0,86.0,1.0,3555
1985-03-28,233.0,233.0,233.0,,16,,,,,1985.0,3.0,87.0,-1.0,3555
1985-03-29,234.0,234.0,234.0,,16,,,,,1985.0,3.0,88.0,1.0,3555
1985-03-30,235.0,235.0,235.0,,16,,,,,1985.0,3.0,89.0,1.0,3555
1985-03-31,234.0,234.0,234.0,,16,83.0,41.0,1.0,,1985.0,3.0,90.0,-1.0,3555
1985-04-01,232.0,232.0,232.0,0.0,16,,,,,1985.0,4.0,91.0,-2.0,3555
1985-04-02,231.0,231.0,231.0,0.0,16,,,,,1985.0,4.0,92.0,-1.0,3555
1985-04-03,232.0,231.0,232.0,0.0,16,,,,,1985.0,4.0,93.0,1.0,3555
1985-04-04,233.0,232.0,233.0,0.0,16,,,,,1985.0,4.0,94.0,1.0,3555
1985-04-05,233.0,233.0,233.0,0.0,16,83.0,33.0,1.0,,1985.0,4.0,95.0,0.0,3555
1985-04-06,236.0,236.0,236.0,0.0,16,,,,,1985.0,4.0,96.0,3.0,3555
1985-04-07,237.0,236.0,237.0,0.1,16,,,,,1985.0,4.0,97.0,1.0,3555
1985-04-08,236.0,235.0,236.0,0.2,16,,,,,1985.0,4.0,98.0,-1.0,3555
1985-04-09,235.0,234.0,235.0,0.2,16,,,,,1985.0,4.0,99.0,-1.0,3555
1985-04-10,238.0,237.0,239.0,0.2,16,86.0,31.0,1.0,,1985.0,4.0,100.0,4.0,3555
1985-04-11,240.0,240.0,240.0,0.3,16,,,,,1985.0,4.0,101.0,1.0,3555
1985-04-12,241.0,240.0,241.0,0.2,"15,16",,,,,1985.0,4.0,102.0,1.0,3555
1985-04-13,244.0,242.0,245.0,0.2,"15,16",,,,,1985.0,4.0,103.0,4.0,3555
1985-04-14,243.0,242.0,243.0,0.3,"15,16",,,,,1985.0,4.0,104.0,-2.0,3555
1985-04-15,241.0,240.0,241.0,0.3,"15,16",,,,,1985.0,4.0,105.0,-2.0,3555
1985-04-16,241.0,240.0,242.0,0.2,"15,16",,,,,1985.0,4.0,106.0,1.0,3555
1985-04-17,246.0,246.0,246.0,0.2,"15,16",,,,,1985.0,4.0,107.0,4.0,3555
1985-04-18,248.0,247.0,248.0,0.2,"15,16",,,,,1985.0,4.0,108.0,2.0,3555
1985-04-19,248.0,248.0,248.0,0.2,"15,16",,,,,1985.0,4.0,109.0,0.0,3555
1985-04-20,249.0,249.0,249.0,0.3,"15,16",,,,,1985.0,4.0,110.0,1.0,3555
1985-04-21,249.0,248.0,249.0,0.3,"15,16",,,,,1985.0,4.0,111.0,0.0,3555
1985-04-22,250.0,250.0,250.0,0.3,"15,16",,,,,1985.0,4.0,112.0,1.0,3555
1985-04-23,251.0,250.0,252.0,0.3,"15,16",,,,,1985.0,4.0,113.0,2.0,3555
1985-04-24,256.0,254.0,258.0,0.5,"15,16",,,,,1985.0,4.0,114.0,6.0,3555
1985-04-25,259.0,259.0,259.0,0.4,"15,16",,,,,1985.0,4.0,115.0,1.0,3555
1985-04-26,261.0,259.0,262.0,0.3,"15,16",,,,,1985.0,4.0,116.0,3.0,3555
1985-04-27,267.0,265.0,268.0,0.3,"15,16",,,,,1985.0,4.0,117.0,6.0,3555
1985-04-28,270.0,269.0,270.0,0.5,"15,16",,,,,1985.0,4.0,118.0,2.0,3555
1985-04-29,337.0,283.0,390.0,0.4,"23,15,16",,,,,1985.0,4.0,119.0,120.0,3555
1985-04-30,415.0,400.0,417.0,0.2,"23,15",,,,,1985.0,4.0,120.0,27.0,3555
1985-05-01,416.0,411.0,420.0,0.3,"23,15",,,,,1985.0,5.0,121.0,3.0,3555
1985-05-02,403.0,403.0,403.0,0.5,"23,15",,,,,1985.0,5.0,122.0,-17.0,3555
1985-05-03,419.0,417.0,421.0,0.6,"26,25",,,,,1985.0,5.0,123.0,18.0,3555
1985-05-04,411.0,404.0,417.0,0.7,26,,,,,1985.0,5.0,124.0,-4.0,3555
1985-05-05,436.0,426.0,445.0,0.5,26,,,,,1985.0,5.0,125.0,28.0,3555
1985-05-06,416.0,416.0,416.0,0.5,26,,,,,1985.0,5.0,126.0,-29.0,3555
1985-05-07,483.0,479.0,487.0,0.3,"9,26",,,,,1985.0,5.0,127.0,71.0,3555
1985-05-08,368.0,361.0,375.0,0.2,"8,27",,,,,1985.0,5.0,128.0,-112.0,3555
1985-05-09,481.0,389.0,572.0,0.1,"8,27",,,,,1985.0,5.0,129.0,197.0,3555
1985-05-10,443.0,435.0,487.0,0.1,"9,27",,,,,1985.0,5.0,130.0,-85.0,3555
1985-05-11,467.0,450.0,484.0,0.0,"9,27",,,,,1985.0,5.0,131.0,-3.0,3555
1985-05-12,468.0,465.0,471.0,0.1,"9,27",,,,,1985.0,5.0,132.0,-13.0,3555
1985-05-13,453.0,453.0,453.0,0.4,"8,27",,,,,1985.0,5.0,133.0,-18.0,3555
1985-05-14,455.0,447.0,462.0,1.0,"8,27",,,,,1985.0,5.0,134.0,9.0,3555
1985-05-15,490.0,426.0,553.0,1.2,"9, 8,27",,,,,1985.0,5.0,135.0,91.0,3555
1985-05-16,595.0,574.0,602.0,0.9,"9, 8,27",,,,,1985.0,5.0,136.0,49.0,3555
1985-05-17,580.0,571.0,588.0,2.0,8,,,,,1985.0,5.0,137.0,-14.0,3555
1985-05-18,557.0,554.0,559.0,3.2,29,,,,,1985.0,5.0,138.0,-29.0,3555
1985-05-19,576.0,569.0,582.0,4.9,29,,,,,1985.0,5.0,139.0,23.0,3555
1985-05-20,645.0,627.0,662.0,4.8,29,,,,,1985.0,5.0,140.0,80.0,3555
1985-05-21,673.0,664.0,682.0,2.4,29,,,,,1985.0,5.0,141.0,20.0,3555
1985-05-22,631.0,615.0,647.0,2.5,29,,,,,1985.0,5.0,142.0,-35.0,3555
1985-05-23,588.0,584.0,591.0,3.2,29,,,,,1985.0,5.0,143.0,-56.0,3555
1985-05-24,603.0,599.0,606.0,4.1,29,,,,,1985.0,5.0,144.0,15.0,3555
1985-05-25,588.0,576.0,599.0,4.9,29,,,,,1985.0,5.0,145.0,-7.0,3555
1985-05-26,534.0,521.0,546.0,5.6,29,,,,,1985.0,5.0,146.0,-53.0,3555
1985-05-27,502.0,495.0,508.0,7.2,29,,,,,1985.0,5.0,147.0,-38.0,3555
1985-05-28,494.0,490.0,497.0,7.0,29,,,,,1985.0,5.0,148.0,-11.0,3555
1985-05-29,512.0,504.0,519.0,7.4,29,,,,,1985.0,5.0,149.0,22.0,3555
1985-05-30,562.0,542.0,581.0,7.9,29,,,,,1985.0,5.0,150.0,62.0,3555
1985-05-31,651.0,637.0,665.0,7.4,29,,,,,1985.0,5.0,151.0,84.0,3555
1985-06-01,689.0,682.0,693.0,6.0,29,,,,,1985.0,6.0,152.0,28.0,3555
1985-06-02,710.0,696.0,728.0,6.0,29,,,,,1985.0,6.0,153.0,35.0,3555
1985-06-03,826.0,741.0,895.0,6.1,29,,,,,1985.0,6.0,154.0,167.0,3555
1985-06-04,907.0,895.0,918.0,4.7,29,,,,,1985.0,6.0,155.0,23.0,3555
1985-06-05,899.0,896.0,899.0,5.2,29,,,,,1985.0,6.0,156.0,-19.0,3555
1985-06-06,925.0,916.0,933.0,6.2,29,,,,,1985.0,6.0,157.0,34.0,3555
1985-06-07,978.0,977.0,984.0,6.6,29,,,,,1985.0,6.0,158.0,51.0,3555
1985-06-08,970.0,964.0,983.0,6.2,29,,,,,1985.0,6.0,159.0,-1.0,3555
1985-06-09,955.0,952.0,957.0,6.5,29,,,,,1985.0,6.0,160.0,-26.0,3555
1985-06-10,944.0,941.0,947.0,7.4,29,,,,,1985.0,6.0,161.0,-10.0,3555
1985-06-11,994.0,978.0,1016.0,7.8,29,,,,,1985.0,6.0,162.0,69.0,3555
1985-06-12,1063.0,1023.0,1089.0,7.9,29,,,,,1985.0,6.0,163.0,73.0,3555
1985-06-13,1110.0,1096.0,1117.0,8.9,29,,,,,1985.0,6.0,164.0,28.0,3555
1985-06-14,1122.0,1116.0,1127.0,8.7,29,,,,,1985.0,6.0,165.0,10.0,3555
1985-06-15,1130.0,1123.0,1140.0,9.1,29,,,,,1985.0,6.0,166.0,13.0,3555
1985-06-16,1124.0,1113.0,1135.0,9.2,29,,,,,1985.0,6.0,167.0,-5.0,3555
1985-06-17,1081.0,1064.0,1098.0,9.0,29,,,,,1985.0,6.0,168.0,-37.0,3555
1985-06-18,1026.0,1010.0,1041.0,9.8,29,,,,,1985.0,6.0,169.0,-57.0,3555
1985-06-19,976.0,963.0,988.0,9.7,29,,,,,1985.0,6.0,170.0,-53.0,3555
1985-06-20,932.0,928.0,935.0,10.2,29,,,,,1985.0,6.0,171.0,-53.0,3555
1985-06-21,926.0,925.0,927.0,10.6,29,,,,,1985.0,6.0,172.0,-8.0,3555
1985-06-22,908.0,897.0,919.0,11.4,29,,,,,1985.0,6.0,173.0,-8.0,3555
1985-06-23,858.0,842.0,873.0,11.8,29,,,,,1985.0,6.0,174.0,-46.0,3555
1985-06-24,796.0,778.0,814.0,12.1,29,,,,,1985.0,6.0,175.0,-59.0,3555
1985-06-25,734.0,726.0,742.0,12.5,29,,,,,1985.0,6.0,176.0,-72.0,3555
1985-06-26,690.0,676.0,704.0,12.7,29,,,,,1985.0,6.0,177.0,-38.0,3555
1985-06-27,654.0,644.0,664.0,13.1,29,,,,,1985.0,6.0,178.0,-40.0,3555
1985-06-28,622.0,616.0,628.0,13.0,29,,,,,1985.0,6.0,179.0,-36.0,3555
1985-06-29,588.0,583.0,593.0,13.4,29,,,,,1985.0,6.0,180.0,-35.0,3555
1985-06-30,569.0,556.0,581.0,13.7,29,,,,,1985.0,6.0,181.0,-12.0,3555
1985-07-01,544.0,535.0,552.0,13.6,29,,,,,1985.0,7.0,182.0,-29.0,3555
1985-07-02,523.0,518.0,528.0,13.6,29,,,,,1985.0,7.0,183.0,-24.0,3555
1985-07-03,508.0,503.0,512.0,14.5,29,,,,,1985.0,7.0,184.0,-16.0,3555
1985-07-04,500.0,497.0,503.0,15.0,29,,,,,1985.0,7.0,185.0,-9.0,3555
1985-07-05,494.0,493.0,494.0,14.4,29,,,,,1985.0,7.0,186.0,-9.0,3555
1985-07-06,484.0,480.0,488.0,13.8,29,,,,,1985.0,7.0,187.0,-6.0,3555
1985-07-07,476.0,475.0,477.0,13.9,29,,,,,1985.0,7.0,188.0,-11.0,3555
1985-07-08,482.0,478.0,486.0,14.2,29,,,,,1985.0,7.0,189.0,9.0,3555
1985-07-09,481.0,475.0,486.0,15.2,29,,,,,1985.0,7.0,190.0,0.0,3555
1985-07-10,502.0,496.0,507.0,14.3,29,,,,,1985.0,7.0,191.0,21.0,3555
1985-07-11,499.0,494.0,504.0,14.4,29,,,,,1985.0,7.0,192.0,-3.0,3555
1985-07-12,642.0,641.0,648.0,11.7,29,,,,,1985.0,7.0,193.0,144.0,3555
1985-07-13,648.0,631.0,666.0,11.0,29,,,,,1985.0,7.0,194.0,18.0,3555
1985-07-14,674.0,669.0,677.0,12.8,29,,,,,1985.0,7.0,195.0,11.0,3555
1985-07-15,652.0,642.0,671.0,13.9,29,,,,,1985.0,7.0,196.0,-6.0,3555
1985-07-16,605.0,593.0,617.0,15.4,29,,,,,1985.0,7.0,197.0,-54.0,3555
1985-07-17,554.0,541.0,566.0,15.5,29,,,,,1985.0,7.0,198.0,-51.0,3555
1985-07-18,517.0,509.0,525.0,15.8,29,,,,,1985.0,7.0,199.0,-41.0,3555
1985-07-19,489.0,478.0,499.0,15.8,29,,,,,1985.0,7.0,200.0,-26.0,3555
1985-07-20,467.0,461.0,472.0,16.0,29,,,,,1985.0,7.0,201.0,-27.0,3555
1985-07-21,443.0,435.0,450.0,15.8,29,,,,,1985.0,7.0,202.0,-22.0,3555
1985-07-22,417.0,415.0,419.0,15.4,29,,,,,1985.0,7.0,203.0,-31.0,3555
1985-07-23,411.0,409.0,413.0,14.4,29,,,,,1985.0,7.0,204.0,-6.0,3555
1985-07-24,406.0,405.0,407.0,14.0,29,,,,,1985.0,7.0,205.0,-6.0,3555
1985-07-25,397.0,391.0,403.0,13.7,29,,,,,1985.0,7.0,206.0,-4.0,3555
1985-07-26,388.0,386.0,389.0,13.6,29,,,,,1985.0,7.0,207.0,-14.0,3555
1985-07-27,383.0,380.0,385.0,13.2,29,,,,,1985.0,7.0,208.0,-4.0,3555
1985-07-28,375.0,372.0,377.0,13.3,29,,,,,1985.0,7.0,209.0,-8.0,3555
1985-07-29,366.0,365.0,367.0,13.1,29,,,,,1985.0,7.0,210.0,-10.0,3555
1985-07-30,360.0,359.0,361.0,13.2,29,,,,,1985.0,7.0,211.0,-6.0,3555
1985-07-31,355.0,353.0,356.0,13.5,29,,,,,1985.0,7.0,212.0,-5.0,3555
1985-08-01,369.0,363.0,374.0,13.4,29,,,,,1985.0,8.0,213.0,18.0,3555
1985-08-02,376.0,374.0,377.0,13.3,29,,,,,1985.0,8.0,214.0,3.0,3555
1985-08-03,374.0,372.0,375.0,13.8,29,,,,,1985.0,8.0,215.0,-2.0,3555
1985-08-04,364.0,361.0,366.0,14.6,29,,,,,1985.0,8.0,216.0,-9.0,3555
1985-08-05,356.0,355.0,356.0,14.7,29,,,,,1985.0,8.0,217.0,-10.0,3555
1985-08-06,354.0,353.0,355.0,15.2,29,,,,,1985.0,8.0,218.0,-1.0,3555
1985-08-07,352.0,350.0,353.0,15.0,29,,,,,1985.0,8.0,219.0,-2.0,3555
1985-08-08,344.0,342.0,345.0,14.4,29,,,,,1985.0,8.0,220.0,-8.0,3555
1985-08-09,337.0,336.0,338.0,13.9,29,,,,,1985.0,8.0,221.0,-7.0,3555
1985-08-10,331.0,330.0,332.0,13.8,29,,,,,1985.0,8.0,222.0,-6.0,3555
1985-08-11,327.0,326.0,327.0,14.3,29,,,,,1985.0,8.0,223.0,-5.0,3555
1985-08-12,326.0,326.0,326.0,14.7,29,,,,,1985.0,8.0,224.0,-1.0,3555
1985-08-13,326.0,325.0,326.0,14.8,29,,,,,1985.0,8.0,225.0,0.0,3555
1985-08-14,325.0,325.0,325.0,14.9,29,,,,,1985.0,8.0,226.0,-1.0,3555
1985-08-15,336.0,331.0,340.0,15.3,29,,,,,1985.0,8.0,227.0,15.0,3555
1985-08-16,351.0,350.0,352.0,14.6,29,,,,,1985.0,8.0,228.0,12.0,3555
1985-08-17,352.0,350.0,354.0,14.4,29,,,,,1985.0,8.0,229.0,2.0,3555
1985-08-18,356.0,352.0,359.0,14.2,29,,,,,1985.0,8.0,230.0,5.0,3555
1985-08-19,352.0,344.0,359.0,14.2,29,,,,,1985.0,8.0,231.0,0.0,3555
1985-08-20,397.0,389.0,404.0,12.7,29,,,,,1985.0,8.0,232.0,45.0,3555
1985-08-21,378.0,376.0,380.0,12.3,29,,,,,1985.0,8.0,233.0,-24.0,3555
1985-08-22,383.0,383.0,383.0,12.3,29,,,,,1985.0,8.0,234.0,3.0,3555
1985-08-23,414.0,394.0,434.0,11.6,29,,,,,1985.0,8.0,235.0,51.0,3555
1985-08-24,477.0,460.0,494.0,12.2,29,,,,,1985.0,8.0,236.0,60.0,3555
1985-08-25,565.0,536.0,593.0,12.7,29,,,,,1985.0,8.0,237.0,99.0,3555
1985-08-26,581.0,559.0,603.0,13.4,29,,,,,1985.0,8.0,238.0,10.0,3555
1985-08-27,529.0,517.0,541.0,13.7,29,,,,,1985.0,8.0,239.0,-62.0,3555
1985-08-28,490.0,483.0,496.0,14.0,29,,,,,1985.0,8.0,240.0,-45.0,3555
1985-08-29,472.0,467.0,477.0,13.5,29,,,,,1985.0,8.0,241.0,-19.0,3555
1985-08-30,444.0,439.0,448.0,12.7,29,,,,,1985.0,8.0,242.0,-29.0,3555
1985-08-31,425.0,422.0,428.0,12.4,29,,,,,1985.0,8.0,243.0,-20.0,3555
1985-09-01,412.0,409.0,414.0,12.2,29,,,,,1985.0,9.0,244.0,-14.0,3555
1985-09-02,399.0,399.0,399.0,12.2,29,,,,,1985.0,9.0,245.0,-15.0,3555
1985-09-03,402.0,401.0,403.0,12.2,29,,,,,1985.0,9.0,246.0,4.0,3555
1985-09-04,412.0,410.0,414.0,12.0,29,,,,,1985.0,9.0,247.0,11.0,3555
1985-09-05,425.0,420.0,430.0,11.5,29,,,,,1985.0,9.0,248.0,16.0,3555
1985-09-06,450.0,449.0,450.0,11.2,29,,,,,1985.0,9.0,249.0,20.0,3555
1985-09-07,439.0,435.0,442.0,10.8,29,,,,,1985.0,9.0,250.0,-8.0,3555
1985-09-08,422.0,419.0,424.0,10.2,29,,,,,1985.0,9.0,251.0,-18.0,3555
1985-09-09,418.0,416.0,420.0,9.1,29,,,,,1985.0,9.0,252.0,-4.0,3555
1985-09-10,449.0,443.0,455.0,8.7,29,,,,,1985.0,9.0,253.0,35.0,3555
1985-09-11,476.0,468.0,484.0,7.7,29,,,,,1985.0,9.0,254.0,29.0,3555
1985-09-12,507.0,493.0,520.0,7.4,29,,,,,1985.0,9.0,255.0,36.0,3555
1985-09-13,550.0,538.0,561.0,7.5,29,,,,,1985.0,9.0,256.0,41.0,3555
1985-09-14,589.0,584.0,593.0,7.4,29,,,,,1985.0,9.0,257.0,32.0,3555
1985-09-15,595.0,595.0,595.0,7.2,29,,,,,1985.0,9.0,258.0,2.0,3555
1985-09-16,595.0,591.0,598.0,6.6,29,,,,,1985.0,9.0,259.0,3.0,3555
1985-09-17,602.0,600.0,603.0,5.5,29,,,,,1985.0,9.0,260.0,5.0,3555
1985-09-18,587.0,584.0,590.0,4.6,29,,,,,1985.0,9.0,261.0,-13.0,3555
1985-09-19,568.0,563.0,573.0,4.0,29,,,,,1985.0,9.0,262.0,-17.0,3555
1985-09-20,554.0,550.0,557.0,4.0,29,,,,,1985.0,9.0,263.0,-16.0,3555
1985-09-21,536.0,528.0,543.0,4.3,29,,,,,1985.0,9.0,264.0,-14.0,3555
1985-09-22,513.0,508.0,518.0,4.2,29,,,,,1985.0,9.0,265.0,-25.0,3555
1985-09-23,495.0,485.0,504.0,3.8,29,,,,,1985.0,9.0,266.0,-14.0,3555
1985-09-24,475.0,470.0,479.0,3.7,29,,,,,1985.0,9.0,267.0,-25.0,3555
1985-09-25,462.0,458.0,466.0,3.6,29,,,,,1985.0,9.0,268.0,-13.0,3555
1985-09-26,450.0,446.0,454.0,3.5,29,,,,,1985.0,9.0,269.0,-12.0,3555
1985-09-27,435.0,432.0,437.0,3.7,29,,,,,1985.0,9.0,270.0,-17.0,3555
1985-09-28,422.0,418.0,426.0,3.7,29,,,,,1985.0,9.0,271.0,-11.0,3555
1985-09-29,409.0,406.0,411.0,3.7,29,,,,,1985.0,9.0,272.0,-15.0,3555
1985-09-30,401.0,399.0,402.0,3.8,29,,,,,1985.0,9.0,273.0,-9.0,3555
1985-10-01,397.0,397.0,397.0,3.6,29,,,,,1985.0,10.0,274.0,-5.0,3555
1985-10-02,394.0,394.0,394.0,4.1,29,,,,,1985.0,10.0,275.0,-3.0,3555
1985-10-03,392.0,392.0,392.0,3.5,29,,,,,1985.0,10.0,276.0,-2.0,3555
1985-10-04,389.0,389.0,389.0,3.5,29,,,,,1985.0,10.0,277.0,-3.0,3555
1985-10-05,387.0,387.0,387.0,3.3,29,,,,,1985.0,10.0,278.0,-2.0,3555
1985-10-06,385.0,385.0,385.0,2.9,29,,,,,1985.0,10.0,279.0,-2.0,3555
1985-10-07,381.0,381.0,381.0,2.8,29,,,,,1985.0,10.0,280.0,-4.0,3555
1985-10-08,379.0,379.0,379.0,2.7,29,,,,,1985.0,10.0,281.0,-2.0,3555
