year,station_id,month,day,date,delta_stage_max,discharge,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place
2012,3019,5,152,2012-05-31,-18.0,,186.0,186.0,186.0,9.7,29,,,
2012,3019,6,153,2012-06-01,8.0,,190.0,186.0,194.0,10.6,29,,,
1993,3021,5,146,1993-05-26,91.0,2440.0,347.0,343.0,351.0,10.7,29,,,
1993,3021,5,147,1993-05-27,14.0,2600.0,362.0,359.0,365.0,10.8,29,,,
1993,3021,5,148,1993-05-28,68.0,3450.0,429.0,425.0,433.0,11.5,29,,,
1993,3021,5,149,1993-05-29,7.0,3590.0,439.0,437.0,440.0,10.6,29,,,
1993,3021,5,150,1993-05-30,4.0,3640.0,443.0,442.0,444.0,10.9,29,,,
1993,3021,5,151,1993-05-31,-10.0,3460.0,430.0,425.0,434.0,10.9,29,,,
1993,3021,6,152,1993-06-01,-19.0,3200.0,411.0,406.0,415.0,11.4,29,,,
1997,3021,5,146,1997-05-26,-1.0,4140.0,476.0,471.0,481.0,12.4,29,,,
1997,3021,5,147,1997-05-27,-24.0,3770.0,452.0,446.0,457.0,13.0,29,,,
1997,3021,5,148,1997-05-28,-19.0,3570.0,438.0,437.0,438.0,12.6,29,,,
1997,3021,5,149,1997-05-29,6.0,3610.0,441.0,437.0,444.0,12.0,29,,,
1997,3021,5,150,1997-05-30,28.0,3960.0,465.0,458.0,472.0,11.3,29,,,
1997,3021,5,151,1997-05-31,6.0,4060.0,471.0,464.0,478.0,10.9,29,,,
1997,3021,6,152,1997-06-01,-30.0,3600.0,440.0,432.0,448.0,11.2,29,,,
2001,3021,5,146,2001-05-26,-20.0,5590.0,564.0,561.0,566.0,10.0,29,,,
2001,3021,5,147,2001-05-27,0.0,5570.0,563.0,560.0,566.0,9.7,29,,,
2001,3021,5,148,2001-05-28,11.0,5790.0,576.0,575.0,577.0,10.5,29,,,
2001,3021,5,149,2001-05-29,4.0,5860.0,580.0,578.0,581.0,11.0,29,,,
2001,3021,5,150,2001-05-30,-19.0,5400.0,553.0,544.0,562.0,12.3,29,,,
2001,3021,5,151,2001-05-31,-42.0,4730.0,515.0,509.0,520.0,12.6,29,,,
2001,3021,6,152,2001-06-01,-23.0,4420.0,494.0,491.0,497.0,12.4,29,,,
2012,3021,5,147,2012-05-26,15.0,2900.0,341.0,333.0,349.0,8.6,29,,,
2012,3021,5,148,2012-05-27,30.0,3210.0,372.0,365.0,379.0,8.8,29,,,
2012,3021,5,149,2012-05-28,-2.0,3240.0,375.0,372.0,377.0,8.4,29,,,
2012,3021,5,150,2012-05-29,-15.0,3060.0,357.0,351.0,362.0,8.9,29,,,
2012,3021,5,151,2012-05-30,-22.0,2860.0,337.0,333.0,340.0,9.9,29,,,
2012,3021,5,152,2012-05-31,-9.0,2790.0,330.0,328.0,331.0,9.8,29,,,
2012,3021,6,153,2012-06-01,20.0,2930.0,344.0,337.0,351.0,11.2,29,,,
1993,3024,5,146,1993-05-26,74.0,,303.0,278.0,327.0,10.5,29,,,
1993,3024,5,147,1993-05-27,45.0,,355.0,338.0,372.0,9.8,29,,,
1993,3024,5,148,1993-05-28,33.0,,398.0,391.0,405.0,9.2,29,,,
1993,3024,5,149,1993-05-29,18.0,,421.0,419.0,423.0,8.5,29,,,
1993,3024,5,150,1993-05-30,6.0,,428.0,426.0,429.0,8.5,29,,,
1993,3024,5,151,1993-05-31,6.0,,434.0,432.0,435.0,8.5,29,,,
1993,3024,6,152,1993-06-01,4.0,,432.0,424.0,439.0,8.3,29,,,
1997,3024,5,146,1997-05-26,4.0,,489.0,487.0,490.0,9.9,29,,,
1997,3024,5,147,1997-05-27,-12.0,,476.0,474.0,478.0,9.8,29,,,
1997,3024,5,148,1997-05-28,-18.0,,454.0,448.0,460.0,9.9,29,,,
1997,3024,5,149,1997-05-29,-21.0,,434.0,429.0,439.0,9.5,29,,,
1997,3024,5,150,1997-05-30,10.0,,441.0,433.0,449.0,9.2,29,,,
1997,3024,5,151,1997-05-31,25.0,,470.0,466.0,474.0,9.5,29,,,
1997,3024,6,152,1997-06-01,-4.0,,466.0,461.0,470.0,9.7,29,,,
2001,3024,5,146,2001-05-26,-27.0,,619.0,612.0,625.0,7.6,29,,,
2001,3024,5,147,2001-05-27,-11.0,,609.0,603.0,614.0,8.05,29,,,
2001,3024,5,148,2001-05-28,21.0,,633.0,631.0,635.0,8.1,29,,,
2001,3024,5,149,2001-05-29,6.0,,627.0,612.0,641.0,7.85,29,,,
2001,3024,5,150,2001-05-30,47.0,,644.0,600.0,688.0,8.9,29,,,
2001,3024,5,151,2001-05-31,-128.0,,553.0,545.0,560.0,9.7,29,,,
2001,3024,6,152,2001-06-01,-29.0,,528.0,525.0,531.0,10.4,29,,,
2012,3024,5,147,2012-05-26,-1.0,,369.0,365.0,373.0,8.1,29,,,
2012,3024,5,148,2012-05-27,40.0,,400.0,387.0,413.0,8.6,29,,,
2012,3024,5,149,2012-05-28,15.0,,425.0,421.0,428.0,8.0,29,,,
2012,3024,5,150,2012-05-29,1.0,,428.0,427.0,429.0,7.1,29,,,
2012,3024,5,151,2012-05-30,-8.0,,411.0,400.0,421.0,6.9,29,,,
2012,3024,5,152,2012-05-31,-32.0,,383.0,377.0,389.0,7.5,29,,,
2012,3024,6,153,2012-06-01,-20.0,,368.0,367.0,369.0,8.1,29,,,
1993,3027,5,146,1993-05-26,89.0,,275.0,256.0,294.0,8.2,27,,,
1993,3027,5,147,1993-05-27,83.0,,357.0,336.0,377.0,9.4,29,,,
1993,3027,5,148,1993-05-28,108.0,,446.0,406.0,485.0,9.8,29,,,
1993,3027,5,149,1993-05-29,55.0,,533.0,525.0,540.0,9.3,29,,,
1993,3027,5,150,1993-05-30,-61.0,,471.0,462.0,479.0,8.0,29,,,
1993,3027,5,151,1993-05-31,-21.0,,456.0,453.0,458.0,8.1,29,,,
1993,3027,6,152,1993-06-01,-15.0,,439.0,434.0,443.0,8.3,29,,,
1997,3027,5,146,1997-05-26,-15.0,,607.0,599.0,615.0,10.3,29,,,
1997,3027,5,147,1997-05-27,-21.0,,589.0,583.0,594.0,10.9,29,,,
1997,3027,5,148,1997-05-28,13.0,,598.0,589.0,607.0,10.5,29,,,
1997,3027,5,149,1997-05-29,-63.0,,542.0,540.0,544.0,8.5,29,,,
1997,3027,5,150,1997-05-30,91.0,,600.0,565.0,635.0,9.0,29,,,
1997,3027,5,151,1997-05-31,11.0,,642.0,637.0,646.0,9.3,29,,,
1997,3027,6,152,1997-06-01,-43.0,,577.0,550.0,603.0,10.2,29,,,
2001,3027,5,146,2001-05-26,4.0,,722.0,720.0,723.0,7.05,29,,,
2001,3027,5,147,2001-05-27,51.0,,749.0,724.0,774.0,7.65,29,,,
2001,3027,5,148,2001-05-28,62.0,,827.0,817.0,836.0,8.3,29,,,
2001,3027,5,149,2001-05-29,-35.0,,794.0,787.0,801.0,8.05,29,,,
2001,3027,5,150,2001-05-30,-111.0,,662.0,633.0,690.0,8.6,29,,,
2001,3027,5,151,2001-05-31,-94.0,,593.0,589.0,596.0,9.35,29,,,
2001,3027,6,152,2001-06-01,-7.0,,587.0,585.0,589.0,10.15,29,,,
2004,3027,5,147,2004-05-26,16.0,,628.0,626.0,629.0,3.6,29,,,
2004,3027,5,148,2004-05-27,-8.0,,607.0,592.0,621.0,4.15,29,,,
2004,3027,5,149,2004-05-28,-31.0,,589.0,588.0,590.0,5.4,29,,,
2004,3027,5,150,2004-05-29,-9.0,,575.0,569.0,581.0,6.2,29,,,
2004,3027,5,151,2004-05-30,-35.0,,533.0,520.0,546.0,6.75,29,,,
2004,3027,5,152,2004-05-31,-40.0,,503.0,500.0,506.0,7.2,29,,,
2004,3027,6,153,2004-06-01,-4.0,,501.0,499.0,502.0,7.3,29,,,
2012,3027,5,147,2012-05-26,80.0,,470.0,440.0,500.0,7.9,29,,,
2012,3027,5,148,2012-05-27,104.0,,576.0,548.0,604.0,8.3,29,,,
2012,3027,5,149,2012-05-28,65.0,,658.0,646.0,669.0,8.3,29,,,
2012,3027,5,150,2012-05-29,-3.0,,656.0,646.0,666.0,7.9,29,,,
2012,3027,5,151,2012-05-30,-46.0,,615.0,609.0,620.0,7.6,29,,,
2012,3027,5,152,2012-05-31,-12.0,,607.0,605.0,608.0,7.5,29,,,
2012,3027,6,153,2012-06-01,8.0,,610.0,604.0,616.0,7.5,29,,,
1993,3028,5,146,1993-05-26,57.0,,448.0,427.0,468.0,,29,,,
1993,3028,5,147,1993-05-27,76.0,,526.0,508.0,544.0,,29,,,
1993,3028,5,148,1993-05-28,76.0,,600.0,580.0,620.0,,29,,,
1993,3028,5,149,1993-05-29,46.0,,663.0,660.0,666.0,,29,,,
1993,3028,5,150,1993-05-30,6.0,,665.0,658.0,672.0,,29,,,
1993,3028,5,151,1993-05-31,-29.0,,636.0,629.0,643.0,,29,,,
1993,3028,6,152,1993-06-01,-28.0,,614.0,612.0,615.0,,29,,,
1997,3028,5,146,1997-05-26,-9.0,,806.0,800.0,812.0,11.1,29,,,
1997,3028,5,147,1997-05-27,-31.0,,777.0,772.0,781.0,10.8,29,,,
1997,3028,5,148,1997-05-28,23.0,,794.0,784.0,804.0,10.2,29,,,
1997,3028,5,149,1997-05-29,-45.0,,754.0,748.0,759.0,10.0,29,,,
1997,3028,5,150,1997-05-30,25.0,,779.0,774.0,784.0,10.0,29,,,
1997,3028,5,151,1997-05-31,67.0,,850.0,849.0,851.0,10.1,29,,,
1997,3028,6,152,1997-06-01,-48.0,,782.0,761.0,803.0,10.3,29,,,
2001,3028,5,146,2001-05-26,-6.0,,887.0,885.0,888.0,7.8,29,,,
2001,3028,5,147,2001-05-27,0.0,,887.0,886.0,888.0,8.0,29,,,
2001,3028,5,148,2001-05-28,153.0,,979.0,917.0,1041.0,8.55,29,,,
2001,3028,5,149,2001-05-29,-29.0,,998.0,983.0,1012.0,9.3,29,,,
2001,3028,5,150,2001-05-30,-55.0,,946.0,935.0,957.0,9.2,29,,,
2001,3028,5,151,2001-05-31,-43.0,,904.0,894.0,914.0,9.25,29,,,
2001,3028,6,152,2001-06-01,-40.0,,832.0,789.0,874.0,9.3,29,,,
2004,3028,5,147,2004-05-26,20.0,,843.0,839.0,846.0,4.8,8,,,
2004,3028,5,148,2004-05-27,-12.0,,829.0,823.0,834.0,5.3,8,,,
2004,3028,5,149,2004-05-28,-17.0,,815.0,813.0,817.0,5.9,29,,,
2004,3028,5,150,2004-05-29,-16.0,,787.0,772.0,801.0,5.5,29,,,
2004,3028,5,151,2004-05-30,-39.0,,744.0,725.0,762.0,6.6,29,,,
2004,3028,5,152,2004-05-31,-43.0,,715.0,710.0,719.0,7.2,29,,,
2004,3028,6,153,2004-06-01,-5.0,,712.0,709.0,714.0,7.45,29,,,
2012,3028,5,147,2012-05-26,82.0,,654.0,622.0,686.0,8.8,29,,,
2012,3028,5,148,2012-05-27,116.0,,779.0,756.0,802.0,8.7,29,,,
2012,3028,5,149,2012-05-28,81.0,,868.0,852.0,883.0,8.3,29,,,
2012,3028,5,150,2012-05-29,-3.0,,872.0,863.0,880.0,7.5,29,,,
2012,3028,5,151,2012-05-30,-55.0,,816.0,807.0,825.0,7.4,29,,,
2012,3028,5,152,2012-05-31,-17.0,,806.0,803.0,808.0,7.4,29,,,
2012,3028,6,153,2012-06-01,14.0,,811.0,800.0,822.0,8.0,29,,,
1993,3029,5,146,1993-05-26,46.0,6370.0,333.0,315.0,351.0,7.2,29,,,
1993,3029,5,147,1993-05-27,106.0,8070.0,429.0,401.0,457.0,7.2,29,,,
1993,3029,5,148,1993-05-28,127.0,11000.0,567.0,549.0,584.0,7.2,29,,,
1993,3029,5,149,1993-05-29,27.0,11900.0,603.0,594.0,611.0,7.5,29,,,
1993,3029,5,150,1993-05-30,12.0,12200.0,614.0,605.0,623.0,8.1,29,,,
1993,3029,5,151,1993-05-31,-30.0,11400.0,586.0,579.0,593.0,8.2,29,,,
1993,3029,6,152,1993-06-01,-16.0,11100.0,571.0,565.0,577.0,8.1,29,,,
1997,3029,5,146,1997-05-26,3.0,15500.0,748.0,742.0,753.0,,29,,,
1997,3029,5,147,1997-05-27,-24.0,14900.0,725.0,720.0,729.0,,29,,,
1997,3029,5,148,1997-05-28,10.0,15000.0,727.0,715.0,739.0,,29,,,
1997,3029,5,149,1997-05-29,-30.0,14500.0,708.0,706.0,709.0,,29,,,
1997,3029,5,150,1997-05-30,31.0,14800.0,722.0,703.0,740.0,,29,,,
1997,3029,5,151,1997-05-31,49.0,16300.0,781.0,772.0,789.0,,29,,,
1997,3029,6,152,1997-06-01,-33.0,15200.0,734.0,712.0,756.0,,29,,,
2001,3029,5,146,2001-05-26,17.0,17100.0,811.0,809.0,812.0,7.2,29,,,
2001,3029,5,147,2001-05-27,41.0,18000.0,844.0,834.0,853.0,7.4,29,,,
2001,3029,5,148,2001-05-28,67.0,20100.0,917.0,913.0,920.0,7.7,29,,,
2001,3029,5,149,2001-05-29,6.0,19400.0,895.0,863.0,926.0,8.1,29,,,
2001,3029,5,150,2001-05-30,-126.0,16200.0,775.0,750.0,800.0,8.6,29,,,
2001,3029,5,151,2001-05-31,-99.0,14200.0,696.0,690.0,701.0,9.2,29,,,
2001,3029,6,152,2001-06-01,-9.0,14000.0,686.0,680.0,692.0,9.7,29,,,
2004,3029,5,147,2004-05-26,11.0,15400.0,767.0,767.0,767.0,5.15,8,,,
2004,3029,5,148,2004-05-27,-8.0,15200.0,755.0,750.0,759.0,5.3,8,,,
2004,3029,5,149,2004-05-28,-2.0,15200.0,749.0,740.0,757.0,6.2,8,,,
2004,3029,5,150,2004-05-29,-22.0,14900.0,729.0,723.0,735.0,6.7,8,,,
2004,3029,5,151,2004-05-30,-34.0,14200.0,696.0,691.0,701.0,7.2,29,,,
2004,3029,5,152,2004-05-31,-34.0,13400.0,662.0,657.0,667.0,7.65,29,,,
2004,3029,6,153,2004-06-01,-9.0,13200.0,657.0,655.0,658.0,8.1,29,,,
2012,3029,5,147,2012-05-26,47.0,11800.0,599.0,577.0,620.0,8.3,29,,,
2012,3029,5,148,2012-05-27,115.0,14300.0,701.0,667.0,735.0,7.9,29,,,
2012,3029,5,149,2012-05-28,79.0,16700.0,797.0,780.0,814.0,7.7,29,,,
2012,3029,5,150,2012-05-29,5.0,17100.0,811.0,802.0,819.0,6.9,29,,,
2012,3029,5,151,2012-05-30,-44.0,15900.0,765.0,755.0,775.0,7.0,29,,,
2012,3029,5,152,2012-05-31,-24.0,15600.0,750.0,749.0,751.0,7.1,29,,,
2012,3029,6,153,2012-06-01,3.0,15600.0,750.0,745.0,754.0,7.4,29,,,
1993,3030,5,146,1993-05-26,30.0,,279.0,279.0,279.0,3.4,29,,,
1993,3030,5,147,1993-05-27,123.0,,363.0,323.0,402.0,4.5,29,,,
1993,3030,5,148,1993-05-28,68.0,,458.0,445.0,470.0,8.0,29,,,
1993,3030,5,149,1993-05-29,79.0,,528.0,507.0,549.0,7.9,29,,,
1993,3030,5,150,1993-05-30,31.0,,575.0,570.0,580.0,8.3,29,,,
1993,3030,5,151,1993-05-31,-8.0,,570.0,567.0,572.0,8.6,29,,,
1993,3030,6,152,1993-06-01,-17.0,,555.0,555.0,555.0,8.4,29,,,
1997,3030,5,146,1997-05-26,-9.0,,711.0,706.0,716.0,10.4,29,,,
1997,3030,5,147,1997-05-27,-23.0,,687.0,680.0,693.0,10.9,29,,,
1997,3030,5,148,1997-05-28,15.0,,701.0,693.0,708.0,10.7,29,,,
1997,3030,5,149,1997-05-29,-42.0,,661.0,655.0,666.0,9.8,29,,,
1997,3030,5,150,1997-05-30,27.0,,688.0,682.0,693.0,10.0,29,,,
1997,3030,5,151,1997-05-31,57.0,,750.0,750.0,750.0,9.9,29,,,
1997,3030,6,152,1997-06-01,-40.0,,689.0,668.0,710.0,,29,,,
2001,3030,5,146,2001-05-26,45.0,,911.0,861.0,960.0,3.2,29,,,
2001,3030,5,147,2001-05-27,-102.0,,857.0,855.0,858.0,4.45,29,,,
2001,3030,5,148,2001-05-28,27.0,,880.0,875.0,885.0,5.55,29,,,
2001,3030,5,149,2001-05-29,60.0,,940.0,935.0,945.0,7.6,29,,,
2001,3030,5,150,2001-05-30,-39.0,,887.0,867.0,906.0,8.1,29,,,
2001,3030,5,151,2001-05-31,-86.0,,799.0,778.0,820.0,8.65,29,,,
2001,3030,6,152,2001-06-01,-67.0,,748.0,742.0,753.0,9.6,29,,,
2004,3030,5,147,2004-05-26,31.0,,702.0,696.0,708.0,2.85,29,,,
2004,3030,5,148,2004-05-27,1.0,,706.0,702.0,709.0,3.05,29,,,
2004,3030,5,149,2004-05-28,-13.0,,693.0,689.0,696.0,3.85,29,,,
2004,3030,5,150,2004-05-29,-15.0,,679.0,676.0,681.0,4.5,29,,,
2004,3030,5,151,2004-05-30,-12.0,,663.0,657.0,669.0,5.15,29,,,
2004,3030,5,152,2004-05-31,-27.0,,638.0,634.0,642.0,5.75,29,,,
2004,3030,6,153,2004-06-01,-24.0,,618.0,617.0,618.0,6.3,29,,,
2012,3030,5,147,2012-05-26,-6.0,,527.0,521.0,532.0,7.7,29,,,
2012,3030,5,148,2012-05-27,72.0,,577.0,549.0,604.0,7.5,29,,,
2012,3030,5,149,2012-05-28,90.0,,668.0,642.0,694.0,7.2,29,,,
2012,3030,5,150,2012-05-29,41.0,,727.0,719.0,735.0,6.9,29,,,
2012,3030,5,151,2012-05-30,-6.0,,721.0,712.0,729.0,6.4,29,,,
2012,3030,5,152,2012-05-31,-31.0,,694.0,689.0,698.0,7.1,29,,,
2012,3030,6,153,2012-06-01,-15.0,,681.0,679.0,683.0,8.4,29,,,
1993,3031,5,146,1993-05-26,-9.0,,246.0,244.0,248.0,5.3,29,,,
1993,3031,5,147,1993-05-27,23.0,,256.0,241.0,271.0,5.6,29,,,
1993,3031,5,148,1993-05-28,163.0,,376.0,318.0,434.0,5.6,29,,,
1993,3031,5,149,1993-05-29,68.0,,466.0,429.0,502.0,5.9,29,,,
1993,3031,5,150,1993-05-30,64.0,,565.0,564.0,566.0,7.4,29,,,
1993,3031,5,151,1993-05-31,2.0,,556.0,543.0,568.0,7.4,29,,,
1993,3031,6,152,1993-06-01,-57.0,,506.0,501.0,511.0,9.5,29,,,
1997,3031,5,146,1997-05-26,11.0,,621.0,621.0,621.0,,27,,,
1997,3031,5,147,1997-05-27,-1.0,,619.0,618.0,620.0,,29,,,
1997,3031,5,148,1997-05-28,-5.0,,614.0,612.0,615.0,,29,,,
1997,3031,5,149,1997-05-29,-6.0,,608.0,607.0,609.0,,29,,,
1997,3031,5,150,1997-05-30,-4.0,,603.0,600.0,605.0,,29,,,
1997,3031,5,151,1997-05-31,0.0,,601.0,597.0,605.0,,29,,,
1997,3031,6,152,1997-06-01,32.0,,636.0,634.0,637.0,,29,,,
2001,3031,5,146,2001-05-26,-9.0,,740.0,739.0,740.0,,29,,,
2001,3031,5,147,2001-05-27,-6.0,,732.0,730.0,734.0,,29,,,
2001,3031,5,148,2001-05-28,6.0,,736.0,731.0,740.0,,29,,,
2001,3031,5,149,2001-05-29,63.0,,792.0,781.0,803.0,,29,,,
2001,3031,5,150,2001-05-30,-3.0,,775.0,750.0,800.0,,29,,,
2001,3031,5,151,2001-05-31,-95.0,,688.0,670.0,705.0,,29,,,
2001,3031,6,152,2001-06-01,-64.0,,634.0,626.0,641.0,,29,,,
2004,3031,5,147,2004-05-26,8.0,,673.0,670.0,675.0,0.85,"8,27",,,
2004,3031,5,148,2004-05-27,3.0,,676.0,674.0,678.0,0.85,"8,27",,,
2004,3031,5,149,2004-05-28,-12.0,,664.0,661.0,666.0,1.6,"8,27",,,
2004,3031,5,150,2004-05-29,-9.0,,652.0,647.0,657.0,3.5,29,,,
2004,3031,5,151,2004-05-30,-3.0,,647.0,640.0,654.0,5.15,29,,,
2004,3031,5,152,2004-05-31,-25.0,,625.0,621.0,629.0,6.2,29,,,
2004,3031,6,153,2004-06-01,-17.0,,609.0,606.0,612.0,7.25,29,,,
2012,3031,5,147,2012-05-26,-16.0,,522.0,522.0,522.0,7.5,27,,,
2012,3031,5,148,2012-05-27,18.0,,531.0,522.0,540.0,7.2,27,,,
2012,3031,5,149,2012-05-28,60.0,,589.0,577.0,600.0,7.1,29,,,
2012,3031,5,150,2012-05-29,58.0,,652.0,646.0,658.0,7.2,29,,,
2012,3031,5,151,2012-05-30,16.0,,669.0,663.0,674.0,7.3,29,,,
2012,3031,5,152,2012-05-31,-20.0,,649.0,644.0,654.0,7.3,29,,,
2012,3031,6,153,2012-06-01,-18.0,,636.0,636.0,636.0,8.0,29,,,
1993,3032,5,146,1993-05-26,16.0,,266.0,253.0,278.0,6.4,29,,,
1993,3032,5,147,1993-05-27,64.0,,325.0,308.0,342.0,6.4,29,,,
1993,3032,5,148,1993-05-28,84.0,,407.0,387.0,426.0,4.8,29,,,
1993,3032,5,149,1993-05-29,68.0,,479.0,463.0,494.0,4.8,29,,,
1993,3032,5,150,1993-05-30,53.0,,535.0,522.0,547.0,5.7,29,,,
1993,3032,5,151,1993-05-31,33.0,,576.0,571.0,580.0,5.9,29,,,
1993,3032,6,152,1993-06-01,0.0,,578.0,576.0,580.0,7.0,29,,,
1997,3032,5,146,1997-05-26,21.0,,717.0,715.0,719.0,6.2,29,,,
1997,3032,5,147,1997-05-27,-16.0,,697.0,691.0,703.0,7.0,29,,,
1997,3032,5,148,1997-05-28,-24.0,,679.0,678.0,679.0,8.2,29,,,
1997,3032,5,149,1997-05-29,-1.0,,678.0,677.0,678.0,8.2,29,,,
1997,3032,5,150,1997-05-30,-2.0,,676.0,675.0,676.0,6.9,29,,,
1997,3032,5,151,1997-05-31,1.0,,675.0,673.0,677.0,6.7,29,,,
1997,3032,6,152,1997-06-01,10.0,,685.0,682.0,687.0,7.6,29,,,
2001,3032,5,146,2001-05-26,-10.0,,860.0,851.0,869.0,5.45,29,,,
2001,3032,5,147,2001-05-27,-22.0,,844.0,841.0,847.0,5.15,29,,,
2001,3032,5,148,2001-05-28,59.0,,896.0,885.0,906.0,4.8,29,,,
2001,3032,5,149,2001-05-29,-14.0,,892.0,891.0,892.0,5.5,29,,,
2001,3032,5,150,2001-05-30,-3.0,,876.0,863.0,889.0,6.9,29,,,
2001,3032,5,151,2001-05-31,-58.0,,817.0,802.0,831.0,6.95,29,,,
2001,3032,6,152,2001-06-01,-54.0,,762.0,747.0,777.0,6.9,29,,,
2004,3032,5,147,2004-05-26,24.0,,785.0,779.0,790.0,1.65,"8,27",,,
2004,3032,5,148,2004-05-27,10.0,,796.0,792.0,800.0,2.35,"8,27",,,
2004,3032,5,149,2004-05-28,-18.0,,776.0,770.0,782.0,2.95,"8,29",,,
2004,3032,5,150,2004-05-29,-26.0,,749.0,742.0,756.0,4.05,29,,,
2004,3032,5,151,2004-05-30,-23.0,,730.0,726.0,733.0,4.95,29,,,
2004,3032,5,152,2004-05-31,-19.0,,708.0,701.0,714.0,5.85,29,,,
2004,3032,6,153,2004-06-01,-22.0,,691.0,689.0,692.0,6.7,29,,,
2012,3032,5,147,2012-05-26,-19.0,,621.0,617.0,624.0,4.9,29,,,
2012,3032,5,148,2012-05-27,35.0,,648.0,636.0,659.0,4.1,29,,,
2012,3032,5,149,2012-05-28,36.0,,684.0,672.0,695.0,3.7,29,,,
2012,3032,5,150,2012-05-29,62.0,,738.0,718.0,757.0,4.3,29,,,
2012,3032,5,151,2012-05-30,10.0,,766.0,765.0,767.0,4.7,29,,,
2012,3032,5,152,2012-05-31,-8.0,,752.0,744.0,759.0,5.4,29,,,
2012,3032,6,153,2012-06-01,-24.0,,734.0,732.0,735.0,7.1,29,,,
1993,3035,5,146,1993-05-26,-232.0,,556.0,481.0,630.0,6.1,29,,,
1993,3035,5,147,1993-05-27,-225.0,,382.0,359.0,405.0,6.2,29,,,
1993,3035,5,148,1993-05-28,-27.0,,366.0,354.0,378.0,6.4,29,,,
1993,3035,5,149,1993-05-29,44.0,,409.0,395.0,422.0,6.7,29,,,
1993,3035,5,150,1993-05-30,79.0,,487.0,472.0,501.0,6.9,29,,,
1993,3035,5,151,1993-05-31,27.0,,528.0,528.0,528.0,7.5,29,,,
1993,3035,6,152,1993-06-01,17.0,,543.0,540.0,545.0,7.9,29,,,
1997,3035,5,146,1997-05-26,13.0,,694.0,693.0,695.0,10.0,29,,,
1997,3035,5,147,1997-05-27,15.0,,700.0,690.0,710.0,10.2,29,,,
1997,3035,5,148,1997-05-28,-4.0,,702.0,698.0,706.0,10.9,29,,,
1997,3035,5,149,1997-05-29,-10.0,,692.0,687.0,696.0,11.2,29,,,
1997,3035,5,150,1997-05-30,-11.0,,685.0,685.0,685.0,9.5,29,,,
1997,3035,5,151,1997-05-31,-12.0,,671.0,669.0,673.0,9.2,29,,,
1997,3035,6,152,1997-06-01,-9.0,,661.0,658.0,664.0,10.1,29,,,
2001,3035,5,146,2001-05-26,-38.0,,783.0,775.0,791.0,8.15,29,,,
2001,3035,5,147,2001-05-27,-36.0,,754.0,752.0,755.0,7.6,29,,,
2001,3035,5,148,2001-05-28,6.0,,757.0,753.0,761.0,7.85,29,,,
2001,3035,5,149,2001-05-29,29.0,,785.0,779.0,790.0,5.7,29,,,
2001,3035,5,150,2001-05-30,10.0,,798.0,796.0,800.0,9.3,29,,,
2001,3035,5,151,2001-05-31,-16.0,,774.0,764.0,784.0,10.85,29,,,
