air_temperature,relative_humidity,pressure,station_id,date
1.2,98.0,1003.5,3029,1985-09-21
-3.2,97.0,1009.6,3029,1985-09-22
4.9,64.0,1002.9,3029,1985-09-23
3.1,71.0,997.6,3029,1985-09-24
1.3,96.0,1000.7,3029,1985-09-25
1.5,94.0,1008.1,3029,1985-09-26
1.8,85.0,1009.4,3029,1985-09-27
-2.9,93.0,1006.6,3029,1985-09-28
-1.8,93.0,1001.8,3029,1985-09-29
-1.4,95.0,1001.6,3029,1985-09-30
5.2,64.0,990.1,3029,1985-10-01
4.3,84.0,993.9,3029,1985-10-02
-3.2,95.0,994.3,3029,1985-10-03
-3.1,93.0,990.0,3029,1985-10-04
2.1,98.0,989.0,3029,1985-10-05
3.2,71.0,993.5,3029,1985-10-06
-1.3,89.0,986.6,3029,1985-10-07
1.2,96.0,989.9,3029,1985-10-08
0.3,90.0,992.0,3029,1985-10-09
0.0,64.0,998.9,3029,1985-10-10
-3.0,71.0,1001.5,3029,1985-10-11
-2.3,55.0,1002.4,3029,1985-10-12
-7.2,85.0,994.1,3029,1985-10-13
-3.3,92.0,984.9,3029,1985-10-14
-2.8,86.0,994.2,3029,1985-10-15
-2.5,89.0,994.3,3029,1985-10-16
-8.8,80.0,1003.4,3029,1985-10-17
-5.8,92.0,1001.2,3029,1985-10-18
-6.4,83.0,1001.9,3029,1985-10-19
-0.3,98.0,994.7,3029,1985-10-20
-15.6,93.0,999.7,3029,1985-10-21
-12.1,92.0,1002.2,3029,1985-10-22
-2.1,81.0,997.2,3029,1985-10-23
-13.4,93.0,997.7,3029,1985-10-24
-1.3,95.0,993.7,3029,1985-10-25
0.4,85.0,988.0,3029,1985-10-26
-3.1,97.0,984.8,3029,1985-10-27
-1.3,70.0,987.6,3029,1985-10-28
-8.9,79.0,1000.9,3029,1985-10-29
-15.5,87.0,1003.6,3029,1985-10-30
-4.3,77.0,994.1,3029,1985-10-31
0.8,87.0,993.5,3029,1985-11-01
3.8,59.0,984.1,3029,1985-11-02
-6.2,78.0,1001.8,3029,1985-11-03
-17.5,89.0,994.5,3029,1985-11-04
-7.4,93.0,978.4,3029,1985-11-05
-14.5,70.0,1004.9,3029,1985-11-06
-10.3,77.0,1006.8,3029,1985-11-07
-6.9,80.0,1003.7,3029,1985-11-08
-7.2,85.0,997.4,3029,1985-11-09
-22.9,85.0,1006.7,3029,1985-11-10
-6.8,86.0,997.2,3029,1985-11-11
-4.2,98.0,1002.3,3029,1985-11-12
-7.0,77.0,1005.0,3029,1985-11-13
-16.8,95.0,1011.1,3029,1985-11-14
-8.2,81.0,1005.7,3029,1985-11-15
-10.7,84.0,1005.3,3029,1985-11-16
-10.4,73.0,999.0,3029,1985-11-17
-13.8,88.0,983.2,3029,1985-11-18
-14.9,92.0,989.1,3029,1985-11-19
-26.9,83.0,984.6,3029,1985-11-20
-21.7,84.0,994.2,3029,1985-11-21
-29.2,80.0,1003.6,3029,1985-11-22
-35.2,78.0,1003.1,3029,1985-11-23
-34.4,78.0,997.3,3029,1985-11-24
-30.5,78.0,991.9,3029,1985-11-25
-29.1,79.0,993.7,3029,1985-11-26
-18.2,78.0,1002.5,3029,1985-11-27
-20.9,71.0,1009.3,3029,1985-11-28
-29.8,78.0,1008.2,3029,1985-11-29
-36.6,75.0,999.7,3029,1985-11-30
-28.5,76.0,999.7,3029,1985-12-01
-31.4,77.0,983.6,3029,1985-12-02
-31.6,76.0,1000.7,3029,1985-12-03
-39.8,73.0,1012.6,3029,1985-12-04
-31.9,68.0,1018.5,3029,1985-12-05
-28.5,68.0,1020.7,3029,1985-12-06
-25.7,75.0,1022.0,3029,1985-12-07
-38.1,73.0,1020.6,3029,1985-12-08
-34.2,74.0,1020.6,3029,1985-12-09
-26.3,74.0,1015.5,3029,1985-12-10
-24.6,76.0,1009.1,3029,1985-12-11
-35.7,74.0,1004.3,3029,1985-12-12
-38.0,71.0,1008.3,3029,1985-12-13
-42.9,75.0,1015.9,3029,1985-12-14
-33.2,77.0,1015.8,3029,1985-12-15
-24.8,81.0,1005.5,3029,1985-12-16
-20.1,84.0,1003.5,3029,1985-12-17
-16.9,76.0,1003.3,3029,1985-12-18
-18.2,81.0,1005.3,3029,1985-12-19
-26.3,81.0,1007.4,3029,1985-12-20
-22.9,75.0,1008.9,3029,1985-12-21
-29.3,79.0,1012.6,3029,1985-12-22
-23.5,82.0,1002.6,3029,1985-12-23
-18.3,84.0,992.0,3029,1985-12-24
-28.2,81.0,993.5,3029,1985-12-25
-21.2,86.0,987.0,3029,1985-12-26
-9.6,92.0,981.6,3029,1985-12-27
-22.2,79.0,1000.9,3029,1985-12-28
-25.7,77.0,998.1,3029,1985-12-29
-34.2,73.0,1009.5,3029,1985-12-30
-44.9,70.0,1013.7,3029,1985-12-31
-50.0,70.0,1011.3,3029,1986-01-01
-48.8,71.0,1006.5,3029,1986-01-02
-39.8,70.0,1025.9,3029,1986-01-03
-45.3,71.0,1026.1,3029,1986-01-04
-38.7,80.0,1004.8,3029,1986-01-05
-28.0,75.0,998.6,3029,1986-01-06
-35.6,75.0,1006.5,3029,1986-01-07
-38.1,74.0,1010.6,3029,1986-01-08
-40.2,77.0,1013.4,3029,1986-01-09
-36.1,77.0,999.9,3029,1986-01-10
-22.1,73.0,992.3,3029,1986-01-11
-14.6,84.0,996.5,3029,1986-01-12
-16.7,86.0,984.9,3029,1986-01-13
-14.5,88.0,985.9,3029,1986-01-14
-23.4,86.0,985.5,3029,1986-01-15
-24.2,74.0,989.3,3029,1986-01-16
-41.9,70.0,1004.4,3029,1986-01-17
-42.5,70.0,997.2,3029,1986-01-18
-46.2,75.0,1015.6,3029,1986-01-19
-20.7,78.0,1010.2,3029,1986-01-20
-28.6,70.0,1015.5,3029,1986-01-21
-12.0,71.0,998.1,3029,1986-01-22
-19.7,76.0,1005.3,3029,1986-01-23
-36.0,74.0,1016.8,3029,1986-01-24
-37.1,73.0,1015.3,3029,1986-01-25
-32.9,78.0,1011.5,3029,1986-01-26
-25.3,73.0,994.9,3029,1986-01-27
-29.9,73.0,1004.5,3029,1986-01-28
-41.6,73.0,1014.3,3029,1986-01-29
-41.6,73.0,1019.3,3029,1986-01-30
-41.2,74.0,1016.4,3029,1986-01-31
-34.2,73.0,1014.8,3029,1986-02-01
-35.6,75.0,1012.5,3029,1986-02-02
-27.0,73.0,1009.6,3029,1986-02-03
-17.4,70.0,999.7,3029,1986-02-04
-22.3,74.0,1004.5,3029,1986-02-05
-13.7,79.0,999.6,3029,1986-02-06
-12.2,69.0,997.1,3029,1986-02-07
-16.4,69.0,1004.6,3029,1986-02-08
-14.4,68.0,1005.8,3029,1986-02-09
-13.6,72.0,1000.8,3029,1986-02-10
-17.4,86.0,992.6,3029,1986-02-11
-7.6,66.0,987.0,3029,1986-02-12
-18.9,63.0,1005.6,3029,1986-02-13
-30.1,67.0,1013.2,3029,1986-02-14
-27.9,58.0,999.9,3029,1986-02-15
-28.9,77.0,1001.1,3029,1986-02-16
-20.4,68.0,991.1,3029,1986-02-17
-25.3,81.0,997.2,3029,1986-02-18
-16.4,82.0,999.7,3029,1986-02-19
-18.9,65.0,1002.7,3029,1986-02-20
-25.0,75.0,1011.1,3029,1986-02-21
-30.6,66.0,1011.7,3029,1986-02-22
-27.3,77.0,996.1,3029,1986-02-23
-18.5,52.0,1015.0,3029,1986-02-24
-31.7,63.0,1022.1,3029,1986-02-25
-20.9,71.0,1017.3,3029,1986-02-26
-13.5,66.0,1013.8,3029,1986-02-27
-7.1,55.0,1007.7,3029,1986-02-28
-0.1,82.0,999.4,3029,1986-03-01
-15.8,70.0,1005.0,3029,1986-03-02
-0.3,58.0,982.7,3029,1986-03-03
-26.1,75.0,997.6,3029,1986-03-04
-10.4,56.0,992.8,3029,1986-03-05
-11.7,65.0,1003.9,3029,1986-03-06
-24.2,67.0,1010.5,3029,1986-03-07
-10.1,81.0,1004.2,3029,1986-03-08
-7.2,74.0,989.2,3029,1986-03-09
-30.5,53.0,998.6,3029,1986-03-10
-29.5,71.0,994.7,3029,1986-03-11
-25.7,64.0,989.5,3029,1986-03-12
-16.8,67.0,993.6,3029,1986-03-13
-22.1,43.0,997.8,3029,1986-03-14
-21.4,55.0,1003.3,3029,1986-03-15
-6.0,61.0,989.5,3029,1986-03-16
-7.1,52.0,989.0,3029,1986-03-17
-4.6,84.0,984.4,3029,1986-03-18
-3.7,71.0,985.9,3029,1986-03-19
-5.8,89.0,987.8,3029,1986-03-20
-6.7,43.0,988.8,3029,1986-03-21
-24.7,68.0,1004.0,3029,1986-03-22
-16.8,66.0,996.9,3029,1986-03-23
-18.1,49.0,999.8,3029,1986-03-24
-21.4,59.0,1002.6,3029,1986-03-25
-15.9,83.0,995.6,3029,1986-03-26
-3.0,88.0,987.4,3029,1986-03-27
-4.5,79.0,984.0,3029,1986-03-28
-19.9,73.0,990.1,3029,1986-03-29
-21.8,67.0,987.4,3029,1986-03-30
-15.9,66.0,987.8,3029,1986-03-31
-7.6,90.0,980.6,3029,1986-04-01
-8.7,89.0,983.1,3029,1986-04-02
-1.8,96.0,986.2,3029,1986-04-03
-6.8,100.0,986.1,3029,1986-04-04
-16.0,81.0,999.0,3029,1986-04-05
-12.6,55.0,988.8,3029,1986-04-06
0.1,94.0,975.3,3029,1986-04-07
-6.6,82.0,979.5,3029,1986-04-08
-10.5,56.0,983.2,3029,1986-04-09
-5.5,72.0,984.5,3029,1986-04-10
-2.1,81.0,984.8,3029,1986-04-11
-3.5,81.0,989.1,3029,1986-04-12
-1.9,69.0,969.0,3029,1986-04-13
-12.9,41.0,998.9,3029,1986-04-14
-17.9,73.0,1003.8,3029,1986-04-15
-11.0,57.0,985.8,3029,1986-04-16
-1.9,59.0,978.2,3029,1986-04-17
-2.8,73.0,985.3,3029,1986-04-18
-4.3,67.0,999.6,3029,1986-04-19
-5.1,73.0,1002.6,3029,1986-04-20
-1.6,76.0,999.1,3029,1986-04-21
-3.9,89.0,997.0,3029,1986-04-22
-3.8,85.0,987.4,3029,1986-04-23
-3.2,77.0,992.0,3029,1986-04-24
5.1,63.0,997.2,3029,1986-04-25
0.6,92.0,995.5,3029,1986-04-26
-1.7,73.0,994.2,3029,1986-04-27
-0.2,66.0,985.1,3029,1986-04-28
4.5,73.0,980.8,3029,1986-04-29
-1.9,96.0,988.4,3029,1986-04-30
1.6,94.0,979.4,3029,1986-05-01
0.5,96.0,979.2,3029,1986-05-02
1.1,98.0,976.3,3029,1986-05-03
-1.8,75.0,987.6,3029,1986-05-04
-3.7,35.0,993.3,3029,1986-05-05
-6.4,44.0,993.8,3029,1986-05-06
-6.0,61.0,995.3,3029,1986-05-07
-1.6,76.0,989.7,3029,1986-05-08
-2.3,51.0,993.3,3029,1986-05-09
-1.2,55.0,994.9,3029,1986-05-10
-0.7,71.0,992.4,3029,1986-05-11
-2.1,83.0,989.6,3029,1986-05-12
-1.1,77.0,992.4,3029,1986-05-13
1.5,63.0,984.1,3029,1986-05-14
2.9,83.0,988.9,3029,1986-05-15
3.3,76.0,988.2,3029,1986-05-16
5.1,75.0,990.6,3029,1986-05-17
4.0,66.0,997.7,3029,1986-05-18
1.8,82.0,1000.9,3029,1986-05-19
3.1,76.0,997.1,3029,1986-05-20
6.6,68.0,995.8,3029,1986-05-21
4.6,74.0,990.4,3029,1986-05-22
5.2,80.0,993.0,3029,1986-05-23
10.5,49.0,988.3,3029,1986-05-24
6.7,69.0,987.0,3029,1986-05-25
12.3,60.0,980.4,3029,1986-05-26
6.6,62.0,983.6,3029,1986-05-27
9.3,63.0,978.8,3029,1986-05-28
7.2,81.0,983.4,3029,1986-05-29
15.2,49.0,984.0,3029,1986-05-30
12.3,67.0,982.1,3029,1986-05-31
13.7,67.0,978.1,3029,1986-06-01
7.5,87.0,984.1,3029,1986-06-02
4.6,93.0,991.3,3029,1986-06-03
9.9,88.0,988.3,3029,1986-06-04
11.3,68.0,989.9,3029,1986-06-05
7.5,71.0,995.5,3029,1986-06-06
11.2,54.0,992.5,3029,1986-06-07
9.5,70.0,990.8,3029,1986-06-08
12.6,68.0,982.0,3029,1986-06-09
14.5,92.0,980.0,3029,1986-06-10
13.7,73.0,982.3,3029,1986-06-11
15.3,58.0,980.6,3029,1986-06-12
13.5,75.0,980.7,3029,1986-06-13
11.6,95.0,977.3,3029,1986-06-14
8.4,97.0,990.1,3029,1986-06-15
12.9,89.0,985.1,3029,1986-06-16
16.2,83.0,983.3,3029,1986-06-17
18.6,74.0,983.5,3029,1986-06-18
26.1,41.0,986.4,3029,1986-06-19
17.8,44.0,990.9,3029,1986-06-20
18.1,44.0,988.9,3029,1986-06-21
21.1,33.0,983.0,3029,1986-06-22
16.9,100.0,980.8,3029,1986-06-23
16.0,99.0,978.2,3029,1986-06-24
15.1,79.0,977.7,3029,1986-06-25
16.8,95.0,978.8,3029,1986-06-26
10.2,73.0,985.6,3029,1986-06-27
10.2,81.0,982.4,3029,1986-06-28
10.8,85.0,980.3,3029,1986-06-29
12.6,55.0,992.1,3029,1986-06-30
11.0,81.0,994.3,3029,1986-07-01
13.0,81.0,991.1,3029,1986-07-02
16.0,76.0,986.9,3029,1986-07-03
17.3,87.0,985.8,3029,1986-07-04
17.3,87.0,982.0,3029,1986-07-05
19.3,80.0,982.2,3029,1986-07-06
19.2,80.0,981.9,3029,1986-07-07
25.8,60.0,983.1,3029,1986-07-08
24.4,62.0,984.1,3029,1986-07-09
19.1,93.0,983.8,3029,1986-07-10
18.3,96.0,991.8,3029,1986-07-11
19.2,88.0,991.0,3029,1986-07-12
21.7,48.0,986.0,3029,1986-07-13
19.1,60.0,987.6,3029,1986-07-14
23.4,54.0,987.8,3029,1986-07-15
20.3,72.0,985.6,3029,1986-07-16
19.6,64.0,982.9,3029,1986-07-17
17.0,93.0,982.8,3029,1986-07-18
20.9,71.0,983.9,3029,1986-07-19
20.6,51.0,983.7,3029,1986-07-20
14.6,86.0,982.8,3029,1986-07-21
16.3,92.0,979.4,3029,1986-07-22
19.1,96.0,983.2,3029,1986-07-23
19.9,87.0,987.2,3029,1986-07-24
18.4,80.0,990.4,3029,1986-07-25
17.3,93.0,984.9,3029,1986-07-26
13.5,97.0,985.1,3029,1986-07-27
13.2,96.0,986.2,3029,1986-07-28
15.8,94.0,985.3,3029,1986-07-29
14.2,96.0,986.5,3029,1986-07-30
12.3,97.0,990.2,3029,1986-07-31
11.8,93.0,991.3,3029,1986-08-01
15.8,69.0,991.2,3029,1986-08-02
18.8,70.0,987.2,3029,1986-08-03
19.1,81.0,979.9,3029,1986-08-04
20.3,81.0,979.9,3029,1986-08-05
20.1,90.0,979.5,3029,1986-08-06
24.5,64.0,983.1,3029,1986-08-07
22.3,72.0,985.8,3029,1986-08-08
16.1,88.0,983.0,3029,1986-08-09
15.7,95.0,982.5,3029,1986-08-10
14.7,100.0,978.8,3029,1986-08-11
14.5,96.0,980.7,3029,1986-08-12
12.0,94.0,981.1,3029,1986-08-13
17.7,73.0,979.2,3029,1986-08-14
11.6,95.0,986.4,3029,1986-08-15
10.1,98.0,989.0,3029,1986-08-16
10.8,99.0,989.3,3029,1986-08-17
12.7,95.0,988.8,3029,1986-08-18
14.2,96.0,979.7,3029,1986-08-19
11.7,82.0,981.4,3029,1986-08-20
11.6,93.0,985.9,3029,1986-08-21
13.0,87.0,985.0,3029,1986-08-22
11.3,99.0,987.9,3029,1986-08-23
10.6,97.0,994.1,3029,1986-08-24
12.5,84.0,991.3,3029,1986-08-25
16.2,73.0,991.8,3029,1986-08-26
13.6,71.0,992.6,3029,1986-08-27
8.6,100.0,988.8,3029,1986-08-28
13.1,94.0,987.7,3029,1986-08-29
15.3,61.0,991.4,3029,1986-08-30
9.5,89.0,991.2,3029,1986-08-31
11.4,95.0,993.1,3029,1986-09-01
15.2,73.0,993.7,3029,1986-09-02
17.0,66.0,996.2,3029,1986-09-03
11.7,95.0,994.5,3029,1986-09-04
