date,stage_max_amplitude,stage_max_mean,snow_coverage_station_amplitude,snow_height_mean,snow_height_amplitude,water_hazard_sum,1_day,2_day,3_day,4_day,5_day,6_day,7_day
1985-06-11,45.0,705.0,0.0,0.0,0.0,3,740.0,765.0,775.0,775.0,775.0,770.0,758.0
1985-06-12,68.0,712.4,0.0,0.0,0.0,3,765.0,775.0,775.0,775.0,770.0,758.0,717.0
1985-06-13,93.0,722.0,0.0,0.0,0.0,3,775.0,775.0,775.0,770.0,758.0,717.0,669.0
1985-06-14,82.0,733.8,0.0,0.0,0.0,3,775.0,775.0,770.0,758.0,717.0,669.0,644.0
1985-06-15,82.0,749.6,0.0,0.0,0.0,3,775.0,770.0,758.0,717.0,669.0,644.0,624.0
1985-06-16,82.0,766.0,0.0,0.0,0.0,3,770.0,758.0,717.0,669.0,644.0,624.0,614.0
1985-06-17,82.0,772.0,0.0,0.0,0.0,3,758.0,717.0,669.0,644.0,624.0,614.0,569.0
1985-06-18,82.0,770.6,0.0,0.0,0.0,3,717.0,669.0,644.0,624.0,614.0,569.0,494.0
1985-06-19,58.0,759.0,0.0,0.0,0.0,3,669.0,644.0,624.0,614.0,569.0,494.0,443.0
1985-06-20,106.0,737.8,0.0,0.0,0.0,3,644.0,624.0,614.0,569.0,494.0,443.0,415.0
1985-06-21,131.0,711.6,0.0,0.0,0.0,3,624.0,614.0,569.0,494.0,443.0,415.0,349.0
1985-06-22,151.0,682.4,0.0,0.0,0.0,3,614.0,569.0,494.0,443.0,415.0,349.0,323.0
1985-06-23,161.0,653.6,0.0,0.0,0.0,3,569.0,494.0,443.0,415.0,349.0,323.0,302.0
1985-06-24,201.0,624.0,0.0,0.0,0.0,3,494.0,443.0,415.0,349.0,323.0,302.0,269.0
1985-06-25,264.0,589.0,0.0,0.0,0.0,3,443.0,415.0,349.0,323.0,302.0,269.0,257.0
1985-06-26,274.0,548.8,0.0,0.0,0.0,3,415.0,349.0,323.0,302.0,269.0,257.0,244.0
1985-06-27,254.0,507.0,0.0,0.0,0.0,3,349.0,323.0,302.0,269.0,257.0,244.0,234.0
1985-06-28,295.0,454.0,0.0,0.0,0.0,3,323.0,302.0,269.0,257.0,244.0,234.0,224.0
1985-06-29,301.0,404.8,0.0,0.0,0.0,3,302.0,269.0,257.0,244.0,234.0,224.0,216.0
1985-06-30,312.0,366.4,0.0,0.0,0.0,3,269.0,257.0,244.0,234.0,224.0,216.0,208.0
1985-07-01,300.0,331.6,0.0,0.0,0.0,3,257.0,244.0,234.0,224.0,216.0,208.0,195.0
1985-07-02,237.0,300.0,0.0,0.0,0.0,3,244.0,234.0,224.0,216.0,208.0,195.0,189.0
1985-07-03,199.0,279.0,0.0,0.0,0.0,3,234.0,224.0,216.0,208.0,195.0,189.0,190.0
1985-07-04,181.0,261.2,0.0,0.0,0.0,3,224.0,216.0,208.0,195.0,189.0,190.0,184.0
1985-07-05,125.0,245.6,0.0,0.0,0.0,3,216.0,208.0,195.0,189.0,190.0,184.0,200.0
1985-07-06,107.0,235.0,0.0,0.0,0.0,3,208.0,195.0,189.0,190.0,184.0,200.0,258.0
1985-07-07,94.0,225.2,0.0,0.0,0.0,3,195.0,189.0,190.0,184.0,200.0,258.0,274.0
1985-07-08,74.0,215.4,0.0,0.0,0.0,3,189.0,190.0,184.0,200.0,258.0,274.0,274.0
1985-07-09,68.0,206.4,0.0,0.0,0.0,3,190.0,184.0,200.0,258.0,274.0,274.0,268.0
1985-07-10,55.0,199.6,0.0,0.0,0.0,3,184.0,200.0,258.0,274.0,274.0,268.0,258.0
1985-07-11,50.0,193.2,0.0,0.0,0.0,3,200.0,258.0,274.0,274.0,268.0,258.0,243.0
1985-07-12,40.0,191.6,0.0,0.0,0.0,3,258.0,274.0,274.0,268.0,258.0,243.0,271.0
1985-07-13,74.0,204.2,0.0,0.0,0.0,3,274.0,274.0,268.0,258.0,243.0,271.0,207.0
1985-07-14,90.0,221.2,0.0,0.0,0.0,3,274.0,268.0,258.0,243.0,271.0,207.0,179.0
1985-07-15,90.0,238.0,0.0,0.0,0.0,3,268.0,258.0,243.0,271.0,207.0,179.0,156.0
1985-07-16,90.0,254.8,0.0,0.0,0.0,3,258.0,243.0,271.0,207.0,179.0,156.0,138.0
1985-07-17,90.0,266.4,0.0,0.0,0.0,3,243.0,271.0,207.0,179.0,156.0,138.0,118.0
1985-07-18,90.0,263.4,0.0,0.0,0.0,3,271.0,207.0,179.0,156.0,138.0,118.0,103.0
1985-07-19,74.0,262.8,0.0,0.0,0.0,3,207.0,179.0,156.0,138.0,118.0,103.0,90.0
1985-07-20,67.0,249.4,0.0,0.0,0.0,3,179.0,156.0,138.0,118.0,103.0,90.0,78.0
1985-07-21,95.0,231.6,0.0,0.0,0.0,3,156.0,138.0,118.0,103.0,90.0,78.0,68.0
1985-07-22,118.0,211.2,0.0,0.0,0.0,3,138.0,118.0,103.0,90.0,78.0,68.0,57.0
1985-07-23,133.0,190.2,0.0,0.0,0.0,3,118.0,103.0,90.0,78.0,68.0,57.0,51.0
1985-07-24,153.0,159.6,0.0,0.0,0.0,3,103.0,90.0,78.0,68.0,57.0,51.0,45.0
1985-07-25,168.0,138.8,0.0,0.0,0.0,3,90.0,78.0,68.0,57.0,51.0,45.0,41.0
1985-07-26,181.0,121.0,0.0,0.0,0.0,3,78.0,68.0,57.0,51.0,45.0,41.0,44.0
1985-07-27,129.0,105.4,0.0,0.0,0.0,3,68.0,57.0,51.0,45.0,41.0,44.0,46.0
1985-07-28,111.0,91.4,0.0,0.0,0.0,3,57.0,51.0,45.0,41.0,44.0,46.0,44.0
1985-07-29,99.0,79.2,0.0,0.0,0.0,3,51.0,45.0,41.0,44.0,46.0,44.0,38.0
1985-07-30,87.0,68.8,0.0,0.0,0.0,3,45.0,41.0,44.0,46.0,44.0,38.0,34.0
1985-07-31,73.0,59.8,0.0,0.0,0.0,3,41.0,44.0,46.0,44.0,38.0,34.0,30.0
1985-08-01,62.0,52.4,0.0,0.0,0.0,3,44.0,46.0,44.0,38.0,34.0,30.0,28.0
1985-08-02,49.0,47.6,0.0,0.0,0.0,3,46.0,44.0,38.0,34.0,30.0,28.0,26.0
1985-08-03,37.0,45.4,0.0,0.0,0.0,3,44.0,38.0,34.0,30.0,28.0,26.0,24.0
1985-08-04,27.0,44.0,0.0,0.0,0.0,3,38.0,34.0,30.0,28.0,26.0,24.0,22.0
1985-08-05,19.0,42.6,0.0,0.0,0.0,3,34.0,30.0,28.0,26.0,24.0,22.0,20.0
1985-08-06,17.0,41.2,0.0,0.0,0.0,3,30.0,28.0,26.0,24.0,22.0,20.0,19.0
1985-08-07,16.0,38.4,0.0,0.0,0.0,3,28.0,26.0,24.0,22.0,20.0,19.0,18.0
1985-08-08,18.0,34.8,0.0,0.0,0.0,3,26.0,24.0,22.0,20.0,19.0,18.0,18.0
1985-08-09,20.0,31.2,0.0,0.0,0.0,3,24.0,22.0,20.0,19.0,18.0,18.0,22.0
1985-08-10,22.0,28.4,0.0,0.0,0.0,3,22.0,20.0,19.0,18.0,18.0,22.0,32.0
1985-08-11,22.0,26.0,0.0,0.0,0.0,3,20.0,19.0,18.0,18.0,22.0,32.0,35.0
1985-08-12,18.0,24.0,0.0,0.0,0.0,3,19.0,18.0,18.0,22.0,32.0,35.0,44.0
1985-08-13,15.0,22.2,0.0,0.0,0.0,3,18.0,18.0,22.0,32.0,35.0,44.0,66.0
