date,stage_max_amplitude,stage_max_mean,snow_coverage_station_amplitude,snow_height_mean,snow_height_amplitude,water_hazard_sum,1_day,2_day,3_day,4_day,5_day,6_day,7_day
1985-03-13,1.0,34.0,0.0,40.40625,-5.5,0,34.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-14,1.0,34.0,0.0,40.53125,-6.5,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-15,2.0,33.8,0.0,40.65625,-6.0,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-16,1.0,33.6,0.0,40.84375,-7.0,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-17,1.0,33.4,0.0,41.0,-6.0,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-18,1.0,33.2,0.0,41.15625,-5.5,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-19,1.0,33.0,0.0,41.28125,-4.0,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-20,1.0,33.0,0.0,41.5625,-3.5,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-21,1.0,33.0,0.0,41.625,-0.5,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-22,0.0,33.0,0.0,41.6875,-1.0,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-23,0.0,33.0,0.0,41.71875,-0.5,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-24,0.0,33.0,0.0,41.8125,-1.5,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-25,0.0,33.0,0.0,41.875,-1.0,0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
1985-03-26,0.0,33.0,0.0,41.9375,-1.0,0,33.0,33.0,33.0,33.0,33.0,33.0,34.0
1985-03-27,0.0,33.0,0.0,42.0,-1.0,0,33.0,33.0,33.0,33.0,33.0,34.0,35.0
1985-03-28,0.0,33.0,0.0,42.09375,-1.5,0,33.0,33.0,33.0,33.0,34.0,35.0,35.0
1985-03-29,0.0,33.0,0.0,42.125,-1.0,0,33.0,33.0,33.0,34.0,35.0,35.0,35.0
1985-03-30,0.0,33.0,0.0,42.09375,-1.5,0,33.0,33.0,34.0,35.0,35.0,35.0,35.0
1985-03-31,0.0,33.0,0.0,42.03125,-0.5,0,33.0,34.0,35.0,35.0,35.0,35.0,35.0
1985-04-01,0.0,33.0,0.0,41.90625,-0.5,0,34.0,35.0,35.0,35.0,35.0,35.0,35.0
1985-04-02,1.0,33.2,0.0,41.78125,-0.5,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
1985-04-03,2.0,33.6,0.0,41.59375,-2.5,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
1985-04-04,2.0,34.0,0.0,41.59375,-3.0,0,35.0,35.0,35.0,35.0,35.0,35.0,36.0
1985-04-05,2.0,34.4,0.0,41.5,-1.0,0,35.0,35.0,35.0,35.0,35.0,36.0,37.0
1985-04-06,2.0,34.8,0.0,41.46875,0.0,0,35.0,35.0,35.0,35.0,36.0,37.0,38.0
1985-04-07,2.0,35.0,0.0,41.46875,-0.5,0,35.0,35.0,35.0,36.0,37.0,38.0,39.0
1985-04-08,2.0,35.0,0.0,41.4375,0.0,0,35.0,35.0,36.0,37.0,38.0,39.0,40.0
1985-04-09,1.0,35.0,0.0,41.34375,0.0,0,35.0,36.0,37.0,38.0,39.0,40.0,40.0
1985-04-10,0.0,35.0,0.0,41.25,0.5,0,36.0,37.0,38.0,39.0,40.0,40.0,40.0
1985-04-11,1.0,35.2,0.0,41.125,1.0,0,37.0,38.0,39.0,40.0,40.0,40.0,39.0
1985-04-12,2.0,35.6,0.0,41.0,1.5,0,38.0,39.0,40.0,40.0,40.0,39.0,39.0
1985-04-13,3.0,36.2,0.0,40.8125,3.5,0,39.0,40.0,40.0,40.0,39.0,39.0,39.0
1985-04-14,4.0,37.0,0.0,40.4375,7.0,0,40.0,40.0,40.0,39.0,39.0,39.0,40.0
1985-04-15,5.0,38.0,0.0,39.375,18.5,0,40.0,40.0,39.0,39.0,39.0,40.0,44.0
1985-04-16,5.0,38.8,0.0,37.75,28.0,0,40.0,39.0,39.0,39.0,40.0,44.0,47.0
1985-04-17,5.0,39.4,1.5,35.75,34.0,0,39.0,39.0,39.0,40.0,44.0,47.0,51.0
1985-04-18,4.0,39.6,3.0,33.71875,34.0,0,39.0,39.0,40.0,44.0,47.0,51.0,54.0
1985-04-19,3.0,39.6,4.0,31.28125,41.0,0,39.0,40.0,44.0,47.0,51.0,54.0,58.0
1985-04-20,2.0,39.4,5.5,28.59375,41.0,0,40.0,44.0,47.0,51.0,54.0,58.0,61.0
1985-04-21,1.0,39.4,6.5,26.03125,41.0,0,44.0,47.0,51.0,54.0,58.0,61.0,66.0
1985-04-22,5.0,40.2,7.0,23.5,41.0,0,47.0,51.0,54.0,58.0,61.0,66.0,73.0
1985-04-23,8.0,41.8,7.5,20.9375,42.0,0,51.0,54.0,58.0,61.0,66.0,73.0,79.0
1985-04-24,12.0,44.2,9.0,18.40625,41.5,0,54.0,58.0,61.0,66.0,73.0,79.0,89.0
1985-04-25,15.0,47.2,9.5,15.875,41.5,0,58.0,61.0,66.0,73.0,79.0,89.0,110.0
1985-04-26,19.0,50.8,9.5,13.375,41.5,0,61.0,66.0,73.0,79.0,89.0,110.0,145.0
1985-04-27,22.0,54.2,9.5,10.90625,42.0,0,66.0,73.0,79.0,89.0,110.0,145.0,368.0
1985-04-28,26.0,58.0,9.5,8.4375,41.5,0,73.0,79.0,89.0,110.0,145.0,368.0,524.0
1985-04-29,29.0,62.4,9.5,6.0,42.0,0,79.0,89.0,110.0,145.0,368.0,524.0,544.0
1985-04-30,32.0,67.4,10.0,3.78125,41.5,0,89.0,110.0,145.0,368.0,524.0,544.0,525.0
1985-05-01,38.0,73.6,10.0,2.21875,41.5,0,110.0,145.0,368.0,524.0,544.0,525.0,473.0
1985-05-02,56.0,83.4,10.0,1.25,41.5,1,145.0,368.0,524.0,544.0,525.0,473.0,472.0
1985-05-03,87.0,99.2,10.0,0.65625,40.5,2,368.0,524.0,544.0,525.0,473.0,472.0,488.0
1985-05-04,307.0,158.2,10.0,0.09375,43.0,7,524.0,544.0,525.0,473.0,472.0,488.0,502.0
1985-05-05,458.0,247.2,10.0,0.0,41.0,9,544.0,525.0,473.0,472.0,488.0,502.0,505.0
1985-05-06,471.0,338.2,10.0,0.0,40.5,11,525.0,473.0,472.0,488.0,502.0,505.0,467.0
1985-05-07,465.0,421.2,10.0,0.0,41.0,10,473.0,472.0,488.0,502.0,505.0,467.0,467.0
1985-05-08,455.0,486.8,10.0,0.0,40.5,10,472.0,488.0,502.0,505.0,467.0,467.0,453.0
1985-05-09,434.0,507.6,10.0,0.0,40.5,9,488.0,502.0,505.0,467.0,467.0,453.0,599.0
1985-05-10,399.0,500.4,10.0,0.0,40.0,6,502.0,505.0,467.0,467.0,453.0,599.0,606.0
1985-05-11,176.0,492.0,10.0,0.0,39.5,5,505.0,467.0,467.0,453.0,599.0,606.0,551.0
1985-05-12,72.0,488.0,10.0,0.0,39.5,4,467.0,467.0,453.0,599.0,606.0,551.0,549.0
1985-05-13,77.0,486.8,10.0,0.0,39.0,4,467.0,453.0,599.0,606.0,551.0,549.0,552.0
1985-05-14,58.0,485.8,10.0,0.0,35.5,3,453.0,599.0,606.0,551.0,549.0,552.0,549.0
1985-05-15,52.0,478.8,10.0,0.0,25.0,3,599.0,606.0,551.0,549.0,552.0,549.0,579.0
1985-05-16,146.0,498.2,10.0,0.0,15.5,5,606.0,551.0,549.0,552.0,549.0,579.0,606.0
1985-05-17,153.0,518.4,8.5,0.0,9.5,6,551.0,549.0,552.0,549.0,579.0,606.0,610.0
1985-05-18,153.0,535.2,7.0,0.0,9.0,7,549.0,552.0,549.0,579.0,606.0,610.0,591.0
1985-05-19,153.0,551.6,6.0,0.0,1.5,5,552.0,549.0,579.0,606.0,610.0,591.0,575.0
1985-05-20,153.0,571.4,4.5,0.0,0.0,4,549.0,579.0,606.0,610.0,591.0,575.0,549.0
1985-05-21,153.0,561.4,3.5,0.0,0.0,3,579.0,606.0,610.0,591.0,575.0,549.0,515.0
1985-05-22,153.0,556.0,3.0,0.0,0.0,3,606.0,610.0,591.0,575.0,549.0,515.0,481.0
1985-05-23,57.0,567.0,2.5,0.0,0.0,3,610.0,591.0,575.0,549.0,515.0,481.0,448.0
1985-05-24,61.0,579.2,1.0,0.0,0.0,3,591.0,575.0,549.0,515.0,481.0,448.0,410.0
1985-05-25,61.0,587.0,0.5,0.0,0.0,3,575.0,549.0,515.0,481.0,448.0,410.0,409.0
1985-05-26,61.0,592.2,0.5,0.0,0.0,3,549.0,515.0,481.0,448.0,410.0,409.0,438.0
1985-05-27,61.0,586.2,0.5,0.0,0.0,3,515.0,481.0,448.0,410.0,409.0,438.0,491.0
1985-05-28,95.0,568.0,0.5,0.0,0.0,3,481.0,448.0,410.0,409.0,438.0,491.0,549.0
1985-05-29,129.0,542.2,0.5,0.0,0.0,3,448.0,410.0,409.0,438.0,491.0,549.0,604.0
1985-05-30,162.0,513.6,0.0,0.0,0.0,3,410.0,409.0,438.0,491.0,549.0,604.0,646.0
1985-05-31,200.0,480.6,0.0,0.0,0.0,3,409.0,438.0,491.0,549.0,604.0,646.0,658.0
1985-06-01,182.0,452.6,0.0,0.0,0.0,3,438.0,491.0,549.0,604.0,646.0,658.0,657.0
1985-06-02,166.0,437.2,0.0,0.0,0.0,3,491.0,549.0,604.0,646.0,658.0,657.0,661.0
1985-06-03,140.0,439.2,0.0,0.0,0.0,3,549.0,604.0,646.0,658.0,657.0,661.0,669.0
1985-06-04,140.0,459.4,0.0,0.0,0.0,3,604.0,646.0,658.0,657.0,661.0,669.0,670.0
1985-06-05,195.0,498.2,0.0,0.0,0.0,3,646.0,658.0,657.0,661.0,669.0,670.0,668.0
1985-06-06,237.0,545.6,0.0,0.0,0.0,3,658.0,657.0,661.0,669.0,670.0,668.0,663.0
1985-06-07,249.0,589.6,0.0,0.0,0.0,3,657.0,661.0,669.0,670.0,668.0,663.0,669.0
1985-06-08,249.0,622.8,0.0,0.0,0.0,3,661.0,669.0,670.0,668.0,663.0,669.0,690.0
1985-06-09,223.0,645.2,0.0,0.0,0.0,3,669.0,670.0,668.0,663.0,669.0,690.0,713.0
1985-06-10,178.0,658.2,0.0,0.0,0.0,3,670.0,668.0,663.0,669.0,690.0,713.0,734.0
1985-06-11,121.0,663.0,0.0,0.0,0.0,3,668.0,663.0,669.0,690.0,713.0,734.0,740.0
1985-06-12,66.0,665.0,0.0,0.0,0.0,3,663.0,669.0,690.0,713.0,734.0,740.0,739.0
1985-06-13,24.0,666.2,0.0,0.0,0.0,3,669.0,690.0,713.0,734.0,740.0,739.0,724.0
1985-06-14,13.0,667.8,0.0,0.0,0.0,3,690.0,713.0,734.0,740.0,739.0,724.0,694.0
1985-06-15,33.0,672.0,0.0,0.0,0.0,3,713.0,734.0,740.0,739.0,724.0,694.0,663.0
1985-06-16,52.0,680.6,0.0,0.0,0.0,3,734.0,740.0,739.0,724.0,694.0,663.0,635.0
1985-06-17,71.0,693.8,0.0,0.0,0.0,3,740.0,739.0,724.0,694.0,663.0,635.0,610.0
1985-06-18,77.0,709.2,0.0,0.0,0.0,3,739.0,724.0,694.0,663.0,635.0,610.0,572.0
1985-06-19,77.0,723.2,0.0,0.0,0.0,3,724.0,694.0,663.0,635.0,610.0,572.0,541.0
1985-06-20,77.0,730.0,0.0,0.0,0.0,3,694.0,663.0,635.0,610.0,572.0,541.0,505.0
1985-06-21,71.0,726.2,0.0,0.0,0.0,3,663.0,635.0,610.0,572.0,541.0,505.0,463.0
1985-06-22,77.0,712.0,0.0,0.0,0.0,3,635.0,610.0,572.0,541.0,505.0,463.0,419.0
1985-06-23,105.0,691.0,0.0,0.0,0.0,3,610.0,572.0,541.0,505.0,463.0,419.0,385.0
1985-06-24,130.0,665.2,0.0,0.0,0.0,3,572.0,541.0,505.0,463.0,419.0,385.0,354.0
1985-06-25,168.0,634.8,0.0,0.0,0.0,3,541.0,505.0,463.0,419.0,385.0,354.0,325.0
1985-06-26,198.0,604.2,0.0,0.0,0.0,3,505.0,463.0,419.0,385.0,354.0,325.0,300.0
1985-06-27,219.0,572.6,0.0,0.0,0.0,3,463.0,419.0,385.0,354.0,325.0,300.0,276.0
1985-06-28,231.0,538.2,0.0,0.0,0.0,3,419.0,385.0,354.0,325.0,300.0,276.0,254.0
1985-06-29,244.0,500.0,0.0,0.0,0.0,3,385.0,354.0,325.0,300.0,276.0,254.0,226.0
1985-06-30,250.0,462.6,0.0,0.0,0.0,3,354.0,325.0,300.0,276.0,254.0,226.0,219.0
1985-07-01,256.0,425.2,0.0,0.0,0.0,3,325.0,300.0,276.0,254.0,226.0,219.0,211.0
1985-07-02,247.0,389.2,0.0,0.0,0.0,3,300.0,276.0,254.0,226.0,219.0,211.0,200.0
1985-07-03,241.0,356.6,0.0,0.0,0.0,3,276.0,254.0,226.0,219.0,211.0,200.0,190.0
1985-07-04,229.0,328.0,0.0,0.0,0.0,3,254.0,226.0,219.0,211.0,200.0,190.0,188.0
1985-07-05,209.0,301.8,0.0,0.0,0.0,3,226.0,219.0,211.0,200.0,190.0,188.0,179.0
1985-07-06,193.0,276.2,0.0,0.0,0.0,3,219.0,211.0,200.0,190.0,188.0,179.0,175.0
1985-07-07,166.0,255.0,0.0,0.0,0.0,3,211.0,200.0,190.0,188.0,179.0,175.0,175.0
1985-07-08,143.0,237.2,0.0,0.0,0.0,3,200.0,190.0,188.0,179.0,175.0,175.0,182.0
1985-07-09,125.0,222.0,0.0,0.0,0.0,3,190.0,188.0,179.0,175.0,175.0,182.0,208.0
1985-07-10,110.0,209.2,0.0,0.0,0.0,3,188.0,179.0,175.0,175.0,182.0,208.0,243.0
1985-07-11,88.0,201.6,0.0,0.0,0.0,3,179.0,175.0,175.0,182.0,208.0,243.0,249.0
1985-07-12,75.0,193.6,0.0,0.0,0.0,3,175.0,175.0,182.0,208.0,243.0,249.0,255.0
1985-07-13,51.0,186.4,0.0,0.0,0.0,3,175.0,182.0,208.0,243.0,249.0,255.0,237.0
1985-07-14,44.0,181.4,0.0,0.0,0.0,3,182.0,208.0,243.0,249.0,255.0,237.0,214.0
1985-07-15,36.0,179.8,0.0,0.0,0.0,3,208.0,243.0,249.0,255.0,237.0,214.0,190.0
1985-07-16,33.0,183.8,0.0,0.0,0.0,3,243.0,249.0,255.0,237.0,214.0,190.0,167.0
1985-07-17,68.0,196.6,0.0,0.0,0.0,3,249.0,255.0,237.0,214.0,190.0,167.0,148.0
1985-07-18,74.0,211.4,0.0,0.0,0.0,3,255.0,237.0,214.0,190.0,167.0,148.0,132.0
1985-07-19,80.0,227.4,0.0,0.0,0.0,3,237.0,214.0,190.0,167.0,148.0,132.0,118.0
1985-07-20,80.0,238.4,0.0,0.0,0.0,3,214.0,190.0,167.0,148.0,132.0,118.0,98.0
1985-07-21,80.0,239.6,0.0,0.0,0.0,3,190.0,167.0,148.0,132.0,118.0,98.0,93.0
1985-07-22,73.0,229.0,0.0,0.0,0.0,3,167.0,148.0,132.0,118.0,98.0,93.0,84.0
1985-07-23,88.0,212.6,0.0,0.0,0.0,3,148.0,132.0,118.0,98.0,93.0,84.0,76.0
1985-07-24,107.0,191.2,0.0,0.0,0.0,3,132.0,118.0,98.0,93.0,84.0,76.0,70.0
1985-07-25,123.0,170.2,0.0,0.0,0.0,3,118.0,98.0,93.0,84.0,76.0,70.0,59.0
1985-07-26,137.0,151.0,0.0,0.0,0.0,3,98.0,93.0,84.0,76.0,70.0,59.0,50.0
1985-07-27,139.0,132.6,0.0,0.0,0.0,3,93.0,84.0,76.0,70.0,59.0,50.0,45.0
1985-07-28,121.0,117.8,0.0,0.0,0.0,3,84.0,76.0,70.0,59.0,50.0,45.0,40.0
1985-07-29,106.0,105.0,0.0,0.0,0.0,3,76.0,70.0,59.0,50.0,45.0,40.0,35.0
1985-07-30,91.0,93.8,0.0,0.0,0.0,3,70.0,59.0,50.0,45.0,40.0,35.0,33.0
1985-07-31,78.0,84.2,0.0,0.0,0.0,3,59.0,50.0,45.0,40.0,35.0,33.0,33.0
1985-08-01,73.0,76.4,0.0,0.0,0.0,3,50.0,45.0,40.0,35.0,33.0,33.0,33.0
1985-08-02,68.0,67.8,0.0,0.0,0.0,3,45.0,40.0,35.0,33.0,33.0,33.0,32.0
1985-08-03,53.0,60.0,0.0,0.0,0.0,3,40.0,35.0,33.0,33.0,33.0,32.0,30.0
1985-08-04,53.0,52.8,0.0,0.0,0.0,3,35.0,33.0,33.0,33.0,32.0,30.0,27.0
1985-08-05,49.0,45.8,0.0,0.0,0.0,3,33.0,33.0,33.0,32.0,30.0,27.0,24.0
1985-08-06,43.0,40.6,0.0,0.0,0.0,3,33.0,33.0,32.0,30.0,27.0,24.0,22.0
1985-08-07,37.0,37.2,0.0,0.0,0.0,3,33.0,32.0,30.0,27.0,24.0,22.0,21.0
1985-08-08,26.0,34.8,0.0,0.0,0.0,3,32.0,30.0,27.0,24.0,22.0,21.0,18.0
1985-08-09,18.0,33.2,0.0,0.0,0.0,3,30.0,27.0,24.0,22.0,21.0,18.0,17.0
1985-08-10,15.0,32.2,0.0,0.0,0.0,3,27.0,24.0,22.0,21.0,18.0,17.0,15.0
1985-08-11,13.0,31.0,0.0,0.0,0.0,3,24.0,22.0,21.0,18.0,17.0,15.0,12.0
1985-08-12,11.0,29.2,0.0,0.0,0.0,3,22.0,21.0,18.0,17.0,15.0,12.0,15.0
1985-08-13,11.0,27.0,0.0,0.0,0.0,3,21.0,18.0,17.0,15.0,12.0,15.0,23.0
1985-08-14,12.0,24.8,0.0,0.0,0.0,3,18.0,17.0,15.0,12.0,15.0,23.0,30.0
1985-08-15,15.0,22.4,0.0,0.0,0.0,3,17.0,15.0,12.0,15.0,23.0,30.0,36.0
1985-08-16,15.0,20.4,0.0,0.0,0.0,3,15.0,12.0,15.0,23.0,30.0,36.0,41.0
1985-08-17,15.0,18.6,0.0,0.0,0.0,3,12.0,15.0,23.0,30.0,36.0,41.0,53.0
1985-08-18,15.0,16.6,0.0,0.0,0.0,3,15.0,23.0,30.0,36.0,41.0,53.0,76.0
1985-08-19,12.0,15.4,0.0,0.0,0.0,3,23.0,30.0,36.0,41.0,53.0,76.0,95.0
1985-08-20,11.0,16.4,0.0,0.0,0.0,3,30.0,36.0,41.0,53.0,76.0,95.0,104.0
1985-08-21,18.0,19.0,0.0,0.0,0.0,3,36.0,41.0,53.0,76.0,95.0,104.0,123.0
1985-08-22,24.0,23.2,0.0,0.0,0.0,3,41.0,53.0,76.0,95.0,104.0,123.0,163.0
1985-08-23,29.0,29.0,0.0,0.0,0.0,3,53.0,76.0,95.0,104.0,123.0,163.0,179.0
1985-08-24,41.0,36.6,0.0,0.0,0.0,3,76.0,95.0,104.0,123.0,163.0,179.0,180.0
1985-08-25,64.0,47.2,0.0,0.0,0.0,3,95.0,104.0,123.0,163.0,179.0,180.0,173.0
1985-08-26,80.0,60.2,0.0,0.0,0.0,3,104.0,123.0,163.0,179.0,180.0,173.0,163.0
1985-08-27,81.0,73.8,0.0,0.0,0.0,3,123.0,163.0,179.0,180.0,173.0,163.0,148.0
