,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place,discharge,year,month,day,delta_stage_max,station_id
1985-04-13,-305.0,-305.0,-305.0,,16,,,,,1985.0,4.0,103.0,0.0,3045
1985-04-14,-306.0,-306.0,-306.0,,16,,,,,1985.0,4.0,104.0,-1.0,3045
1985-04-15,-306.0,-306.0,-306.0,,16,,,,,1985.0,4.0,105.0,0.0,3045
1985-04-16,-306.0,-306.0,-305.0,,16,,,,,1985.0,4.0,106.0,1.0,3045
1985-04-17,-305.0,-305.0,-305.0,,16,,,,,1985.0,4.0,107.0,0.0,3045
1985-04-18,-305.0,-305.0,-305.0,,16,,,,,1985.0,4.0,108.0,0.0,3045
1985-04-19,-305.0,-305.0,-304.0,,16,,,,,1985.0,4.0,109.0,1.0,3045
1985-04-20,-303.0,-303.0,-303.0,,16,,,,,1985.0,4.0,110.0,1.0,3045
1985-04-21,-304.0,-304.0,-303.0,,16,,,,,1985.0,4.0,111.0,0.0,3045
1985-04-22,-303.0,-303.0,-303.0,,16,,,,,1985.0,4.0,112.0,0.0,3045
1985-04-23,-303.0,-303.0,-302.0,,16,,,,,1985.0,4.0,113.0,1.0,3045
1985-04-24,-302.0,-302.0,-302.0,,16,,,,,1985.0,4.0,114.0,0.0,3045
1985-04-25,-301.0,-301.0,-300.0,,16,,,,,1985.0,4.0,115.0,2.0,3045
1985-04-26,-297.0,-299.0,-295.0,,16,,,,,1985.0,4.0,116.0,5.0,3045
1985-04-27,-290.0,-291.0,-288.0,,16,,,,,1985.0,4.0,117.0,7.0,3045
1985-04-28,-285.0,-286.0,-283.0,,16,,,,,1985.0,4.0,118.0,5.0,3045
1985-04-29,-279.0,-280.0,-277.0,,16,,,,,1985.0,4.0,119.0,6.0,3045
1985-04-30,-273.0,-274.0,-271.0,,16,136.0,,1.0,,1985.0,4.0,120.0,6.0,3045
1985-05-01,-268.0,-269.0,-266.0,,16,,,,,1985.0,5.0,121.0,5.0,3045
1985-05-02,-253.0,-263.0,-243.0,,16,,,,,1985.0,5.0,122.0,23.0,3045
1985-05-03,-211.0,-217.0,-204.0,,16,,,,,1985.0,5.0,123.0,39.0,3045
1985-05-04,-181.0,-191.0,-170.0,,16,,,,,1985.0,5.0,124.0,34.0,3045
1985-05-05,-132.0,-144.0,-120.0,,16,,,,,1985.0,5.0,125.0,50.0,3045
1985-05-06,-93.0,-100.0,-85.0,,16,,,,,1985.0,5.0,126.0,35.0,3045
1985-05-07,-60.0,-71.0,-49.0,,16,,,,,1985.0,5.0,127.0,36.0,3045
1985-05-08,-24.0,-29.0,-19.0,,"23,16",,,,,1985.0,5.0,128.0,30.0,3045
1985-05-09,33.0,26.0,39.0,0.0,"23,16",,,,,1985.0,5.0,129.0,58.0,3045
1985-05-10,67.0,56.0,78.0,0.0,"23,16",,,,,1985.0,5.0,130.0,39.0,3045
1985-05-11,115.0,100.0,130.0,0.0,"23,16",,,,,1985.0,5.0,131.0,52.0,3045
1985-05-12,162.0,153.0,170.0,0.0,"25,23,16",,,,,1985.0,5.0,132.0,40.0,3045
1985-05-13,202.0,193.0,211.0,0.0,25,,,,,1985.0,5.0,133.0,41.0,3045
1985-05-14,242.0,237.0,246.0,0.0,"26,25",,,,,1985.0,5.0,134.0,35.0,3045
1985-05-15,262.0,253.0,270.0,0.0,"26,25",,,,,1985.0,5.0,135.0,24.0,3045
1985-05-16,294.0,290.0,298.0,0.0,"26,25",,,,,1985.0,5.0,136.0,28.0,3045
1985-05-17,276.0,270.0,282.0,0.0,"26,25",,,,,1985.0,5.0,137.0,-16.0,3045
1985-05-18,286.0,246.0,320.0,0.1,"9,26,25",,,,,1985.0,5.0,138.0,38.0,3045
1985-05-19,332.0,329.0,339.0,0.4,"9, 8",,,,,1985.0,5.0,139.0,19.0,3045
1985-05-20,353.0,336.0,378.0,2.2,8,,,,,1985.0,5.0,140.0,39.0,3045
1985-05-21,403.0,386.0,415.0,2.5,"9, 8",,,,,1985.0,5.0,141.0,37.0,3045
1985-05-22,426.0,416.0,432.0,2.5,"9, 8",,,,,1985.0,5.0,142.0,17.0,3045
1985-05-23,427.0,425.0,429.0,2.8,8,,,,,1985.0,5.0,143.0,-3.0,3045
1985-05-24,425.0,423.0,427.0,3.4,29,,,,,1985.0,5.0,144.0,-2.0,3045
1985-05-25,415.0,414.0,416.0,3.6,29,,,,,1985.0,5.0,145.0,-11.0,3045
1985-05-26,409.0,408.0,410.0,3.8,29,,,,,1985.0,5.0,146.0,-6.0,3045
1985-05-27,401.0,395.0,406.0,3.7,29,,,,,1985.0,5.0,147.0,-4.0,3045
1985-05-28,384.0,380.0,388.0,4.0,29,,,,,1985.0,5.0,148.0,-18.0,3045
1985-05-29,365.0,359.0,370.0,4.2,29,,,,,1985.0,5.0,149.0,-18.0,3045
1985-05-30,343.0,336.0,349.0,5.4,29,,,,,1985.0,5.0,150.0,-21.0,3045
1985-05-31,319.0,312.0,326.0,7.3,29,,,,,1985.0,5.0,151.0,-23.0,3045
1985-06-01,286.0,276.0,296.0,9.0,29,,,,,1985.0,6.0,152.0,-30.0,3045
1985-06-02,260.0,253.0,266.0,10.6,29,,,,,1985.0,6.0,153.0,-30.0,3045
1985-06-03,236.0,230.0,242.0,11.6,29,,,,,1985.0,6.0,154.0,-24.0,3045
1985-06-04,217.0,213.0,220.0,11.4,29,,,,,1985.0,6.0,155.0,-22.0,3045
1985-06-05,207.0,206.0,208.0,11.9,29,,,,,1985.0,6.0,156.0,-12.0,3045
1985-06-06,227.0,219.0,234.0,12.8,29,,,,,1985.0,6.0,157.0,26.0,3045
1985-06-07,265.0,252.0,278.0,13.2,29,,,,,1985.0,6.0,158.0,44.0,3045
1985-06-08,318.0,305.0,330.0,13.0,29,,,,,1985.0,6.0,159.0,52.0,3045
1985-06-09,361.0,351.0,370.0,13.2,29,,,,,1985.0,6.0,160.0,40.0,3045
1985-06-10,388.0,381.0,394.0,13.4,29,,,,,1985.0,6.0,161.0,24.0,3045
1985-06-11,399.0,398.0,400.0,13.5,29,,,,,1985.0,6.0,162.0,6.0,3045
1985-06-12,404.0,402.0,406.0,13.5,29,,,,,1985.0,6.0,163.0,6.0,3045
1985-06-13,410.0,410.0,410.0,13.7,29,,,,,1985.0,6.0,164.0,4.0,3045
1985-06-14,410.0,409.0,410.0,13.8,29,,,,,1985.0,6.0,165.0,0.0,3045
1985-06-15,410.0,410.0,410.0,14.5,29,,,,,1985.0,6.0,166.0,0.0,3045
1985-06-16,412.0,411.0,412.0,14.6,29,,,,,1985.0,6.0,167.0,2.0,3045
1985-06-17,414.0,412.0,415.0,14.7,29,,,,,1985.0,6.0,168.0,3.0,3045
1985-06-18,421.0,417.0,425.0,15.1,29,,,,,1985.0,6.0,169.0,10.0,3045
1985-06-19,433.0,430.0,435.0,15.2,29,,,,,1985.0,6.0,170.0,10.0,3045
1985-06-20,446.0,443.0,448.0,15.1,29,,,,,1985.0,6.0,171.0,13.0,3045
1985-06-21,459.0,458.0,460.0,13.6,29,,,,,1985.0,6.0,172.0,12.0,3045
1985-06-22,463.0,462.0,463.0,14.5,29,,,,,1985.0,6.0,173.0,3.0,3045
1985-06-23,459.0,457.0,460.0,14.9,29,,,,,1985.0,6.0,174.0,-3.0,3045
1985-06-24,442.0,438.0,445.0,14.6,29,,,,,1985.0,6.0,175.0,-15.0,3045
1985-06-25,419.0,413.0,424.0,15.2,29,,,,,1985.0,6.0,176.0,-21.0,3045
1985-06-26,387.0,377.0,397.0,15.6,29,,,,,1985.0,6.0,177.0,-27.0,3045
1985-06-27,355.0,349.0,360.0,16.1,29,,,,,1985.0,6.0,178.0,-37.0,3045
1985-06-28,326.0,319.0,333.0,16.5,29,,,,,1985.0,6.0,179.0,-27.0,3045
1985-06-29,308.0,305.0,310.0,16.5,29,,,,,1985.0,6.0,180.0,-23.0,3045
1985-06-30,295.0,289.0,300.0,16.8,29,,,,,1985.0,6.0,181.0,-10.0,3045
1985-07-01,269.0,261.0,276.0,17.7,29,,,,,1985.0,7.0,182.0,-24.0,3045
1985-07-02,238.0,229.0,247.0,18.0,29,,,,,1985.0,7.0,183.0,-29.0,3045
1985-07-03,202.0,194.0,209.0,18.0,29,,,,,1985.0,7.0,184.0,-38.0,3045
1985-07-04,175.0,169.0,180.0,18.0,29,,,,,1985.0,7.0,185.0,-29.0,3045
1985-07-05,146.0,139.0,153.0,18.0,29,,,,,1985.0,7.0,186.0,-27.0,3045
1985-07-06,131.0,124.0,137.0,18.3,29,,,,,1985.0,7.0,187.0,-16.0,3045
1985-07-07,99.0,88.0,110.0,18.5,29,,,,,1985.0,7.0,188.0,-27.0,3045
1985-07-08,76.0,71.0,81.0,18.5,29,,,,,1985.0,7.0,189.0,-29.0,3045
1985-07-09,54.0,50.0,58.0,18.6,29,,,,,1985.0,7.0,190.0,-23.0,3045
1985-07-10,38.0,35.0,40.0,18.7,29,,,,,1985.0,7.0,191.0,-18.0,3045
1985-07-11,26.0,22.0,29.0,18.3,29,,,,,1985.0,7.0,192.0,-11.0,3045
1985-07-12,15.0,12.0,17.0,18.7,29,,,,,1985.0,7.0,193.0,-12.0,3045
1985-07-13,5.0,2.0,7.0,18.9,29,,,,,1985.0,7.0,194.0,-10.0,3045
1985-07-14,-9.0,-11.0,-6.0,19.0,29,,,,,1985.0,7.0,195.0,-13.0,3045
1985-07-15,-23.0,-27.0,-19.0,19.0,29,,,,,1985.0,7.0,196.0,-13.0,3045
1985-07-16,-38.0,-40.0,-35.0,19.4,29,,,,,1985.0,7.0,197.0,-16.0,3045
1985-07-17,-45.0,-45.0,-44.0,19.7,29,,,,,1985.0,7.0,198.0,-9.0,3045
1985-07-18,-45.0,-46.0,-43.0,19.7,29,,,,,1985.0,7.0,199.0,1.0,3045
1985-07-19,-37.0,-41.0,-33.0,19.9,29,,,,,1985.0,7.0,200.0,10.0,3045
1985-07-20,-20.0,-24.0,-15.0,20.1,29,,,,,1985.0,7.0,201.0,18.0,3045
1985-07-21,-1.0,-3.0,2.0,20.0,29,,,,,1985.0,7.0,202.0,17.0,3045
1985-07-22,20.0,17.0,22.0,20.0,29,,,,,1985.0,7.0,203.0,20.0,3045
1985-07-23,28.0,27.0,28.0,20.1,29,,,,,1985.0,7.0,204.0,6.0,3045
1985-07-24,28.0,27.0,29.0,20.4,29,,,,,1985.0,7.0,205.0,1.0,3045
1985-07-25,15.0,11.0,19.0,20.4,29,,,,,1985.0,7.0,206.0,-10.0,3045
1985-07-26,-5.0,-10.0,0.0,20.3,29,,,,,1985.0,7.0,207.0,-19.0,3045
1985-07-27,-27.0,-32.0,-21.0,20.3,29,,,,,1985.0,7.0,208.0,-21.0,3045
1985-07-28,-52.0,-58.0,-46.0,19.8,29,,,,,1985.0,7.0,209.0,-25.0,3045
1985-07-29,-75.0,-80.0,-70.0,19.2,29,,,,,1985.0,7.0,210.0,-24.0,3045
1985-07-30,-92.0,-95.0,-89.0,18.5,29,,,,,1985.0,7.0,211.0,-19.0,3045
1985-07-31,-104.0,-106.0,-101.0,16.8,29,,,,,1985.0,7.0,212.0,-12.0,3045
1985-08-01,-118.0,-121.0,-114.0,16.6,29,,,,,1985.0,8.0,213.0,-13.0,3045
1985-08-02,-128.0,-130.0,-125.0,16.9,29,,,,,1985.0,8.0,214.0,-11.0,3045
1985-08-03,-142.0,-144.0,-140.0,17.0,29,,,,,1985.0,8.0,215.0,-15.0,3045
1985-08-04,-149.0,-150.0,-148.0,17.0,29,,,,,1985.0,8.0,216.0,-8.0,3045
1985-08-05,-155.0,-157.0,-152.0,17.4,29,,,,,1985.0,8.0,217.0,-4.0,3045
1985-08-06,-163.0,-163.0,-162.0,17.4,29,,,,,1985.0,8.0,218.0,-10.0,3045
1985-08-07,-165.0,-165.0,-164.0,17.7,29,,,,,1985.0,8.0,219.0,-2.0,3045
1985-08-08,-169.0,-170.0,-168.0,17.5,29,,,,,1985.0,8.0,220.0,-4.0,3045
1985-08-09,-174.0,-175.0,-172.0,17.4,29,,,,,1985.0,8.0,221.0,-4.0,3045
1985-08-10,-180.0,-181.0,-179.0,17.1,29,,,,,1985.0,8.0,222.0,-7.0,3045
1985-08-11,-185.0,-187.0,-183.0,16.5,29,,,,,1985.0,8.0,223.0,-4.0,3045
1985-08-12,-193.0,-195.0,-191.0,15.5,29,,,,,1985.0,8.0,224.0,-8.0,3045
1985-08-13,-199.0,-199.0,-198.0,15.3,29,,,,,1985.0,8.0,225.0,-7.0,3045
1985-08-14,-202.0,-203.0,-201.0,15.3,29,,,,,1985.0,8.0,226.0,-3.0,3045
1985-08-15,-207.0,-207.0,-206.0,15.5,29,,,,,1985.0,8.0,227.0,-5.0,3045
1985-08-16,-210.0,-210.0,-209.0,14.8,29,,,,,1985.0,8.0,228.0,-3.0,3045
1985-08-17,-213.0,-213.0,-212.0,14.6,29,,,,,1985.0,8.0,229.0,-3.0,3045
1985-08-18,-216.0,-217.0,-215.0,14.8,29,,,,,1985.0,8.0,230.0,-3.0,3045
1985-08-19,-220.0,-220.0,-219.0,15.4,29,,,,,1985.0,8.0,231.0,-4.0,3045
1985-08-20,-223.0,-224.0,-222.0,15.3,29,,,,,1985.0,8.0,232.0,-3.0,3045
1985-08-21,-226.0,-226.0,-225.0,16.7,29,,,,,1985.0,8.0,233.0,-3.0,3045
1985-08-22,-225.0,-226.0,-224.0,16.2,29,,,,,1985.0,8.0,234.0,1.0,3045
1985-08-23,-228.0,-228.0,-228.0,15.4,29,,,,,1985.0,8.0,235.0,-4.0,3045
1985-08-24,-229.0,-229.0,-229.0,15.0,29,,,,,1985.0,8.0,236.0,-1.0,3045
1985-08-25,-228.0,-229.0,-226.0,15.1,29,,,,,1985.0,8.0,237.0,3.0,3045
1985-08-26,-224.0,-225.0,-223.0,15.1,29,,,,,1985.0,8.0,238.0,3.0,3045
1985-08-27,-220.0,-221.0,-218.0,15.1,29,,,,,1985.0,8.0,239.0,5.0,3045
1985-08-28,-212.0,-215.0,-209.0,15.0,29,,,,,1985.0,8.0,240.0,9.0,3045
1985-08-29,-199.0,-202.0,-195.0,14.3,29,,,,,1985.0,8.0,241.0,14.0,3045
1985-08-30,-183.0,-187.0,-178.0,14.3,29,,,,,1985.0,8.0,242.0,17.0,3045
1985-08-31,-165.0,-172.0,-157.0,13.8,29,,,,,1985.0,8.0,243.0,21.0,3045
1985-09-01,-135.0,-140.0,-130.0,13.6,29,,,,,1985.0,9.0,244.0,27.0,3045
1985-09-02,-113.0,-118.0,-108.0,13.1,29,,,,,1985.0,9.0,245.0,22.0,3045
1985-09-03,-85.0,-89.0,-81.0,13.0,29,,,,,1985.0,9.0,246.0,27.0,3045
1985-09-04,-73.0,-73.0,-72.0,12.8,29,,,,,1985.0,9.0,247.0,9.0,3045
1985-09-05,-69.0,-71.0,-66.0,12.0,29,,,,,1985.0,9.0,248.0,6.0,3045
1985-09-06,-62.0,-64.0,-60.0,11.5,29,,,,,1985.0,9.0,249.0,6.0,3045
1985-09-07,-75.0,-79.0,-71.0,11.6,29,,,,,1985.0,9.0,250.0,-11.0,3045
1985-09-08,-89.0,-91.0,-86.0,12.2,29,,,,,1985.0,9.0,251.0,-15.0,3045
1985-09-09,-99.0,-101.0,-96.0,12.3,29,,,,,1985.0,9.0,252.0,-10.0,3045
1985-09-10,-109.0,-112.0,-106.0,12.5,29,,,,,1985.0,9.0,253.0,-10.0,3045
1985-09-11,-118.0,-121.0,-115.0,12.3,29,,,,,1985.0,9.0,254.0,-9.0,3045
1985-09-12,-127.0,-127.0,-127.0,12.4,29,,,,,1985.0,9.0,255.0,-12.0,3045
1985-09-13,-127.0,-127.0,-126.0,11.7,29,,,,,1985.0,9.0,256.0,1.0,3045
1985-09-14,-124.0,-125.0,-122.0,11.4,29,,,,,1985.0,9.0,257.0,4.0,3045
1985-09-15,-117.0,-119.0,-114.0,11.0,29,,,,,1985.0,9.0,258.0,8.0,3045
1985-09-16,-102.0,-105.0,-99.0,10.5,29,,,,,1985.0,9.0,259.0,15.0,3045
1985-09-17,-85.0,-86.0,-84.0,9.1,29,,,,,1985.0,9.0,260.0,15.0,3045
1985-09-18,-74.0,-76.0,-71.0,8.2,29,,,,,1985.0,9.0,261.0,13.0,3045
1985-09-19,-37.0,-41.0,-33.0,8.0,29,,,,,1985.0,9.0,262.0,38.0,3045
1985-09-20,-18.0,-22.0,-14.0,7.6,29,,,,,1985.0,9.0,263.0,19.0,3045
1985-09-21,4.0,-3.0,10.0,7.5,29,,,,,1985.0,9.0,264.0,24.0,3045
1985-09-22,21.0,19.0,22.0,7.2,29,,,,,1985.0,9.0,265.0,12.0,3045
1985-09-23,31.0,28.0,33.0,7.1,29,,,,,1985.0,9.0,266.0,11.0,3045
1985-09-24,39.0,37.0,41.0,6.9,29,,,,,1985.0,9.0,267.0,8.0,3045
1985-09-25,46.0,45.0,47.0,6.5,29,,,,,1985.0,9.0,268.0,6.0,3045
1985-09-26,51.0,50.0,51.0,6.1,29,,,,,1985.0,9.0,269.0,4.0,3045
1985-09-27,52.0,51.0,53.0,5.5,29,,,,,1985.0,9.0,270.0,2.0,3045
1985-09-28,45.0,42.0,48.0,5.3,29,,,,,1985.0,9.0,271.0,-5.0,3045
1985-09-29,31.0,24.0,37.0,5.0,29,,,,,1985.0,9.0,272.0,-11.0,3045
1985-09-30,19.0,15.0,22.0,5.1,29,,,,,1985.0,9.0,273.0,-15.0,3045
