station_id,year,month,day,route_type,snow_coverage_near_station,snow_coverage_route,ice_crust_route,snow_height_aver,snow_height_max,snow_height_min,snow_density_aver,ice_crust_aver,snow_saturated_thickness,water_thickness,water_in_snow,water_total,snow_coverage_charact,snow_charact,snow_height,snow_coverage_station,snow_height_q1,snow_height_q2,snow_height_q3,temperature_20cm,temperature_20cm_qual,temperature_40cm,temperature_40cm_qual,temperature_80cm,temperature_80cm_qual,temperature_120cm,temperature_120cm_qual,temperature_160cm,temperature_160cm_qual,temperature_240cm,temperature_240cm_qual,temperature_320cm,temperature_320cm_qual,temperature_ks_5cm,temperature_ks_5cm_qual,temperature_ks_10cm,temperature_ks_10cm_qual,temperature_ks_15cm,temperature_ks_15cm_qual,temperature_ks_20cm,temperature_ks_20cm_qual,date
24738,1987,1,10,1.0,10.0,10.0,,22.0,31.0,15.0,0.14,,,,31.0,31.0,3.0,3.0,22.0,10.0,0.0,0.0,0.0,-191.0,0.0,-131.0,0.0,-76.0,0.0,-35.0,0.0,-8.0,0.0,2.0,0.0,5.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1987-01-10
24738,1987,10,304,1.0,10.0,10.0,,18.0,38.0,7.0,0.17,,,,31.0,31.0,3.0,1.0,13.0,10.0,0.0,0.0,0.0,-38.0,0.0,-10.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,11.0,0.0,11.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1987-10-31
24738,1987,11,314,1.0,10.0,10.0,,21.0,37.0,11.0,0.16,,,,34.0,34.0,3.0,3.0,16.0,10.0,0.0,0.0,0.0,-103.0,0.0,-32.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,8.0,0.0,10.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1987-11-10
24738,1987,12,365,1.0,10.0,10.0,,30.0,46.0,18.0,0.17,,,,51.0,51.0,3.0,3.0,24.0,10.0,0.0,0.0,0.0,-162.0,0.0,-108.0,0.0,-63.0,0.0,-26.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1987-12-31
24738,1988,1,10,1.0,10.0,10.0,,30.0,50.0,20.0,0.17,,,,51.0,51.0,3.0,3.0,34.0,10.0,0.0,0.0,0.0,-124.0,0.0,-97.0,0.0,-64.0,0.0,-31.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1988-01-10
24738,1988,11,315,1.0,10.0,10.0,,15.0,24.0,7.0,0.13,,,,20.0,20.0,3.0,1.0,16.0,10.0,0.0,0.0,0.0,-66.0,0.0,-19.0,0.0,6.0,0.0,12.0,0.0,18.0,0.0,24.0,0.0,33.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1988-11-10
24738,1988,11,335,1.0,10.0,10.0,,24.0,30.0,19.0,0.14,,,,34.0,34.0,3.0,1.0,28.0,10.0,0.0,0.0,0.0,-49.0,0.0,-31.0,0.0,-13.0,0.0,2.0,0.0,8.0,0.0,14.0,0.0,26.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1988-11-30
24738,1988,12,345,1.0,10.0,10.0,,23.0,33.0,15.0,0.15,,,,35.0,35.0,0.0,3.0,37.0,10.0,0.0,0.0,0.0,-70.0,0.0,-39.0,0.0,-13.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0,28.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1988-12-10
24738,1988,12,366,1.0,10.0,10.0,,29.0,35.0,22.0,0.19,,,,55.0,55.0,0.0,1.0,38.0,10.0,0.0,0.0,0.0,-62.0,0.0,-40.0,0.0,-22.0,0.0,-4.0,0.0,2.0,0.0,7.0,0.0,24.0,0.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1988-12-31
24738,1989,1,10,1.0,10.0,10.0,,30.0,46.0,21.0,0.18,,,,54.0,54.0,0.0,3.0,41.0,10.0,0.0,0.0,0.0,-54.0,0.0,-36.0,0.0,-19.0,0.0,-6.0,0.0,1.0,0.0,5.0,0.0,23.0,1.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,9999.0,9.0,1989-01-10
